Timesteps,Avg Return,Std Error
1000,-445.5287678779994,0
2000,-363.0738758750356,0
3000,-344.7880640799749,0
4000,-340.1039501850307,0
5000,-353.34712024590556,0
6000,-360.5743695162534,0
7000,-358.27246227023926,0
8000,-360.7704863900893,0
9000,-355.76530977318146,0
10000,-352.59936355057954,0
11000,-357.123022391945,0
12000,-358.284826981082,0
13000,-360.9903252803045,0
14000,-367.57526910767285,0
15000,-364.42075280540564,0
16000,-369.01179786820137,0
17000,-367.80996217708594,0
18000,-365.1017776322026,0
19000,-357.05296889932606,0
20000,-361.60064951551607,0
21000,-360.62176772561264,0
22000,-360.31404240405453,0
23000,-362.0024486223225,0
24000,-360.1348727235818,0
25000,-358.2358656859717,0
26000,-357.3381514391646,0
27000,-350.5575693613398,0
28000,-351.5976661086864,0
29000,-353.8758686509775,0
30000,-350.2762387145192,0
31000,-349.7426842549864,0
32000,-348.42510592038155,0
33000,-346.4328159248479,0
34000,-345.74771503804556,0
35000,-346.59439815028264,0
36000,-349.46415364863236,0
37000,-347.64444216540556,0
38000,-348.19066908397673,0
39000,-348.5553179693963,0
40000,-352.32993681986517,0
41000,-352.45389421394987,0
42000,-352.1806072057302,0
43000,-351.9282684805526,0
44000,-353.8427373341916,0
45000,-353.3194347801548,0
46000,-350.7828334349843,0
47000,-351.4714684210219,0
48000,-350.7622682159452,0
49000,-350.2992979572045,0
50000,-348.6981993231009,0
51000,-349.40415581172385,0
52000,-346.7117349071122,0
53000,-347.5708252808442,0
54000,-346.9886461720393,0
55000,-346.45901038756256,0
56000,-344.9640446890059,0
57000,-342.91985730005445,0
58000,-344.4424227373421,0
59000,-343.7793436390082,0
60000,-343.96659084125093,0
61000,-344.704265389598,0
62000,-345.47258044596003,0
63000,-345.47207890617113,0
64000,-344.8128374370048,0
65000,-344.5578107915838,0
66000,-345.0755983148494,0
67000,-344.7243914652816,0
68000,-344.0474526662294,0
69000,-346.1178240114806,0
70000,-346.48332388648925,0
71000,-346.2446763535285,0
72000,-345.7133544720703,0
73000,-344.6580553206012,0
74000,-344.1292458053815,0
75000,-343.71759141958523,0
76000,-343.40672392848086,0
77000,-343.1439484753457,0
78000,-342.67382341116365,0
79000,-342.013840386152,0
80000,-340.9428054416805,0
81000,-341.972954894821,0
82000,-341.1205727453725,0
83000,-341.58506040975556,0
84000,-341.64187497489513,0
85000,-341.07340173119536,0
86000,-340.6611569827225,0
87000,-339.7284996904041,0
88000,-339.35437887770956,0
89000,-340.9606940554173,0
90000,-340.54255978015647,0
91000,-340.8626097202174,0
92000,-341.11479713631815,0
93000,-339.7585535663353,0
94000,-340.19139849041073,0
95000,-340.0201990146448,0
96000,-339.8311723811552,0
97000,-340.2639349775941,0
