Time Steps,Average Return
435000,3525.884077504989
436000,3527.1880632951375
437000,3529.2885764641437
438000,3530.6192558249463
439000,3529.5399618660676
440000,3530.4150669929104
441000,3534.2847312293625
442000,3560.801026065626
443000,3562.6901641844875
444000,3563.5841390721125
445000,3566.6054080109143
446000,3571.164166227188
447000,3573.3061717462538
448000,3575.0509313558273
449000,3576.948774160111
450000,3578.8172733344104
451000,3582.737450122229
452000,3625.5590875709668
453000,3625.2324039347914
454000,3628.3032578003276
455000,3627.702332996561
456000,3633.3176291791788
457000,3636.945911152927
458000,3642.8773553658875
459000,3648.4752317866846
460000,3652.686238534678
461000,3655.187915544686
462000,3661.357789460584
463000,3663.5609902662686
464000,3671.6886020194015
465000,3669.658577435905
466000,3676.4635558530654
467000,3679.805766386901
468000,3677.1734251066337
469000,3678.29747215224
470000,3681.4049331190363
471000,3686.007726233321
472000,3686.108244803542
473000,3688.61113037234
474000,3689.8651247087046
475000,3691.6892681153117
476000,3695.996678614484
477000,3702.15739749804
478000,3703.1398053431685
479000,3707.365819938271
480000,3743.980831385478
481000,3742.1756054831603
482000,3748.2403528888813
483000,3751.0157813658097
484000,3751.972720094808
485000,3757.6222945033674
486000,3759.724245680363
487000,3762.8119143775084
488000,3766.5798280306653
489000,3764.558441696802
490000,3767.708587934444
491000,3768.4131872505777
492000,3768.774444937959
493000,3770.701242560209
494000,3774.096839363959
495000,3776.7090404584874
496000,3777.5344647907823
497000,3781.278843771225
498000,3785.020007875425
499000,3786.353610545902
500000,3791.0379808917855
501000,3790.43426031416
502000,3794.022488191512
503000,3797.4431204336743
504000,3801.5902571577008
505000,3802.525485590347
506000,3806.302132852521
507000,3809.5841977528635
508000,3811.8447817978986
509000,3813.6499447446026
510000,3815.6268297850784
511000,3818.9117968294217
512000,3821.516305798704
513000,3824.0835150977523
514000,3828.8770415118074
515000,3829.7487958384304
516000,3832.818416157064
517000,3836.119809785029
518000,3840.483116829313
519000,3841.9912507983618
520000,3845.1972480639693
521000,3848.2781388258695
522000,3849.1918338435894
523000,3848.7888008618843
524000,3848.2975175364995
525000,3851.880633278996
526000,3849.6756215442356
527000,3855.1965365259357
528000,3857.705465480417
529000,3860.465090708909
530000,3869.458076099396
531000,3869.473964747489
532000,3870.9063745434632
533000,3872.680509676125
534000,3872.758217682299
535000,3871.2636927675285
536000,3874.5399250726464
537000,3876.870267552525
538000,3875.513865125332
539000,3876.810966828692
540000,3869.3113807185337
541000,3867.9543901179854
542000,3869.301026060686
543000,3872.6272817704394
544000,3873.0660803386004
545000,3874.9014696707873
546000,3874.3755467126366
547000,3877.650402695313
548000,3876.5889792917174
549000,3877.8019592983
550000,3878.4748346912397
551000,3880.7403751387487
552000,3881.55028746398
553000,3887.1538338198657
554000,3887.661551984539
555000,3892.8198842346424
556000,3889.4809425123517
557000,3889.887011283587
558000,3887.594042891374
559000,3885.1622162786202
560000,3883.910548486731
561000,3881.722415046748
562000,3882.0729491336133
563000,3884.6851930790785
564000,3882.3938122064574
565000,3886.3438315890353
566000,3884.2085389354233
567000,3881.086090838694
568000,3887.726347587304
569000,3884.815144913905
570000,3886.461462323675
571000,3886.471677309332
572000,3887.857788772271
573000,3884.9819951752015
574000,3885.932494497416
575000,3884.4205305272517
576000,3855.7762989531207
577000,3854.935637353734
578000,3857.8878376125413
579000,3859.680389443903
580000,3860.4112230374467
581000,3865.2866008036813
582000,3868.0320159425637
583000,3867.67037435158
584000,3868.7249501642245
585000,3864.7477124049447
586000,3862.215054844804
587000,3864.8459458584425
588000,3865.711578638969
589000,3865.919449640448
590000,3865.069101698911
591000,3866.542291917211
592000,3865.9852652888612
593000,3866.8648980055546
594000,3868.360460529113
595000,3867.3815982303677
596000,3859.538127725258
597000,3860.3978932428618
598000,3863.5077101746306
599000,3863.243556678615
600000,3864.8408296474076
601000,3868.6718587319924
602000,3869.8966736842413
603000,3868.1876961768116
604000,3870.3942959165897
605000,3872.900007957973
606000,3872.368699402501
607000,3870.723619014622
608000,3861.8838950614945
609000,3862.004668159811
610000,3863.7875473089553
611000,3865.3401350576955
612000,3864.9106914390986
613000,3865.3329718398545
614000,3864.668484414208
615000,3867.156441540553
616000,3870.299636804015
617000,3871.280020642237
618000,3870.429336163727
619000,3869.011239343526
620000,3868.528688913082
621000,3869.6126884701052
622000,3869.3401035819393
623000,3872.1252178550426
624000,3873.066533979341
625000,3874.277519176699
626000,3878.566614850164
627000,3878.613011076866
628000,3878.2973422131236
629000,3879.2618165946596
630000,3880.247092485735
631000,3880.9664339056862
632000,3880.20200209076
633000,3882.8369026102646
634000,3883.9056828750518
635000,3880.2398297324626
636000,3877.8550189273174
637000,3878.00889822545
638000,3881.7672693392337
639000,3885.8031924541183
640000,3900.269400558145
641000,3900.036845115521
642000,3900.9786587761423
643000,3901.153334986966
644000,3904.85367346053
645000,3908.394073590036
646000,3913.6259067006695
647000,3915.8387539686887
648000,3919.4522866791285
649000,3922.7418864803312
650000,3898.2814049958647
651000,3899.625793746853
652000,3900.915445632173
653000,3900.561311909804
654000,3904.470224798725
655000,3902.351371212365
656000,3903.6510695315455
657000,3908.13575954608
658000,3910.923390914017
659000,3913.5698167434703
660000,3917.4006262179023
661000,3923.1824928932497
662000,3921.74930489775
663000,3922.5325103785267
664000,3929.557664726061
665000,3930.01736503971
666000,3933.344283946935
667000,3939.9462342298584
668000,3940.5583014679614
669000,3943.6737545380747
670000,3948.0455590537113
671000,3939.075426674402
672000,3939.4404553451513
673000,3942.2188819214075
674000,3943.4775703594973
675000,3949.8898853616374
676000,3980.634143391129
677000,3983.0198332160858
678000,3983.3380254945123
679000,3987.2718648290256
680000,3992.1111321944504
681000,3992.7087597958157
682000,3994.8122047357588
683000,3998.2822769138556
684000,4002.811713230214
685000,4007.536166101502
686000,4011.922827826524
687000,4013.3146285807134
688000,4014.6947807996366
689000,4020.053426749786
690000,4025.926030199405
691000,4030.9006060163347
692000,4037.246291878124
693000,4034.190105339903
694000,4036.8090263640515
695000,4043.6209666765512
696000,4058.4622896029928
697000,4064.9629219493545
698000,4037.1136511627647
699000,4042.942459116463
700000,4047.1316924096573
701000,4050.318908264999
702000,4053.6961664151963
703000,4061.969846264854
704000,4067.288678800141
705000,4070.0998374664755
706000,4075.3014654676103
707000,4079.13094006422
708000,4096.417241451294
709000,4095.81947206531
710000,4079.7865418953043
711000,4081.395791031192
712000,4086.574248888231
713000,4092.2580104998306
714000,4095.9257432501913
715000,4098.669873595302
716000,4096.846392234299
717000,4100.496112724127
718000,4101.071771964189
719000,4109.253425232535
720000,4117.352718331032
721000,4120.117674609733
722000,4124.931403725149
723000,4132.406392142542
724000,4140.610862883879
725000,4145.965039588627
726000,4143.73925086107
727000,4147.301320968332
728000,4155.357418476776
729000,4160.610611064308
730000,4167.6529694638775
731000,4173.218982791371
732000,4178.228584852855
733000,4183.143595923667
734000,4188.967434686667
735000,4202.948247138211
736000,4206.101743427047
737000,4214.207664148703
738000,4222.6614747535095
739000,4227.918824717387
740000,4229.903694216486
741000,4237.097773020129
742000,4244.8073721284645
743000,4245.132949014216
744000,4247.91085436685
745000,4248.532012588115
746000,4246.092600152185
747000,4242.006953539078
748000,4247.565760756207
749000,4252.390580932116
750000,4289.066273451593
751000,4296.867987279089
752000,4302.1475911668595
753000,4309.230627434752
754000,4309.029666975533
755000,4313.342345892768
756000,4325.244138083273
757000,4331.552704077271
758000,4339.533469730846
759000,4347.579601603008
760000,4354.123862489976
761000,4356.268709931662
762000,4337.112979118249
763000,4345.136316704662
764000,4345.366030817419
765000,4309.657243434049
766000,4320.307169840155
767000,4274.378240566943
768000,4250.466742767292
769000,4259.6577324024365
770000,4260.9576523706555
771000,4278.295408711341
772000,4287.2786372245955
773000,4299.046921321318
774000,4308.436221328352
775000,4314.54565830813
776000,4324.3216425116425
777000,4319.872313341274
778000,4326.117511426699
779000,4289.933928776088
780000,4296.873289061178
781000,4304.468728235021
782000,4314.284405150679
783000,4317.749454453878
784000,4322.68740089821
785000,4331.346444009742
786000,4337.02399466857
787000,4342.031826233355
788000,4341.02844085743
789000,4308.105313542273
790000,4309.726831551749
791000,4275.130178873012
792000,4277.670825342962
793000,4289.354158411148
794000,4298.124762223926
795000,4305.992429431593
796000,4307.657610216688
797000,4309.766239543451
798000,4346.441760479254
799000,4305.559379862227
800000,4277.781853913053
801000,4284.353420735718
802000,4291.047110935053
803000,4292.169277776272
804000,4295.411166180174
805000,4301.690085124278
806000,4306.637632550429
807000,4315.723320995239
808000,4323.791471917529
809000,4332.071397731426
810000,4354.999399210778
811000,4331.900807193868
812000,4336.568886901504
813000,4339.72387685938
814000,4312.193275503856
815000,4321.724426350504
816000,4330.665208653416
817000,4341.661418624865
818000,4302.4868390482325
819000,4300.855096371212
820000,4303.812622005524
821000,4283.481518401711
822000,4269.839913134807
823000,4231.607255212815
824000,4235.775758286255
825000,4241.710856918065
826000,4251.513015045679
827000,4256.40040562919
828000,4257.998873451125
829000,4262.948655971579
830000,4268.489275072622
831000,4274.438222377565
832000,4232.439396174177
833000,4236.401515202324
834000,4239.218194424363
835000,4223.5289752128965
836000,4232.095288049772
837000,4229.946515018577
838000,4232.6687884653975
839000,4239.284550290817
840000,4248.218372160175
841000,4254.219593690685
842000,4257.646033021823
843000,4266.940102406967
844000,4272.69672541268
845000,4278.368242773526
846000,4284.190793685013
847000,4293.349663024903
848000,4297.94787942154
849000,4302.949575898233
850000,4303.573419698945
851000,4303.8786933262545
852000,4286.556612717529
853000,4289.610886218617
854000,4297.158030625771
855000,4251.7558703644445
856000,4253.049381338667
857000,4253.3763729437815
858000,4220.736018035173
859000,4182.380850595179
860000,4186.158688984726
861000,4194.159392708691
862000,4220.749014008309
863000,4194.080539149218
864000,4194.375976051356
865000,4241.370256955651
866000,4182.826796950411
867000,4236.418396652425
868000,4269.904935241581
869000,4267.882235452933
870000,4273.736399283882
871000,4276.662357207408
872000,4276.237103961672
873000,4265.125029767605
874000,4259.239449235144
875000,4261.886855232286
876000,4258.82465760905
877000,4270.114685485438
878000,4271.7846976744595
879000,4312.494436161023
880000,4309.079273250241
881000,4311.422760489305
882000,4309.2534981576555
883000,4314.012877510126
884000,4318.974598687248
885000,4324.163715619388
886000,4328.5245065469035
887000,4332.703609562185
888000,4341.180300905433
889000,4380.172765870574
890000,4386.105679782934
891000,4425.389206549567
892000,4431.759448654435
893000,4436.359830684878
894000,4435.989779431292
895000,4440.161286177059
896000,4449.164918898573
897000,4453.634178123939
898000,4450.501539709811
899000,4502.317050231651
900000,4535.825285710739
901000,4534.435481668798
902000,4534.5507249391685
903000,4539.885019280084
904000,4541.839494747936
905000,4547.293006265591
906000,4547.8259395361465
907000,4545.47925731586
908000,4544.7348207019
909000,4549.73551166162
910000,4553.0290837697585
911000,4585.561938192055
912000,4589.843506968736
913000,4544.200611197291
914000,4583.192406449377
915000,4582.050134749032
916000,4589.101807924961
917000,4587.734007123617
918000,4639.113467392163
919000,4649.720649962149
920000,4655.349904612406
921000,4687.3375644804855
922000,4712.392924509064
923000,4759.065087662441
924000,4757.817694180973
925000,4758.795498910834
926000,4761.54016889242
927000,4762.096077325506
928000,4767.5137623008395
929000,4771.189655079027
930000,4770.892567001596
931000,4775.723140129417
932000,4825.623366212258
933000,4831.915670630548
934000,4837.613578317602
935000,4859.061088593769
936000,4866.920568403362
937000,4869.615392906592
938000,4872.890368177955
939000,4874.711672179707
940000,4874.073856198001
941000,4877.526706877525
942000,4879.508522829994
943000,4883.025814601775
944000,4885.813812377254
945000,4891.633659399466
946000,4896.781467726561
947000,4901.00459284843
948000,4903.077871839929
949000,4905.584918748925
950000,4861.268589202445
951000,4864.1463390425315
952000,4887.1510877845085
953000,4888.623563615006
954000,4891.32811282779
955000,4944.327505271577
956000,4947.788706214117
957000,4948.327410567177
958000,4986.639042533919
959000,5032.784554462386
960000,5032.634229314647
961000,5032.444485399047
962000,5037.7781933280685
963000,5070.293676394407
964000,5078.7184871431555
965000,5083.291283486767
966000,5141.525373651029
967000,5145.277874666299
968000,5148.994804482324
969000,5158.517442020534
970000,5164.475816604789
971000,5169.110644866745
972000,5152.0327635986805
973000,5167.533042783389
974000,5177.247409330116
975000,5176.957134078483
976000,5184.826892307421
977000,5185.61319530645
978000,5190.897022168151
979000,5198.420503187686
980000,5204.913645080433
981000,5207.965729717521
982000,5210.071491093112
983000,5213.957566639286
984000,5216.746491113986
985000,5218.166740183516
986000,5217.978544439922
987000,5222.254547392399
988000,5225.581155220489
989000,5232.194156025652
990000,5232.252304776924
991000,5234.871770657629
992000,5235.587075308455
993000,5236.327928048175
994000,5239.970636641125
995000,5239.914702736261
996000,5236.803240602731
997000,5243.946294523405
998000,5251.057171051004
999000,5251.006524822485
1000000,5223.127455302634
