Time Steps,Average Return
1000,-358.7994629972709
2000,-573.4482476437922
3000,-472.82620030291696
4000,-414.6549828975649
5000,-394.04139102259995
6000,-387.9809123694369
7000,-372.44960165834254
8000,-337.68936694047136
9000,-309.22266751442277
10000,-300.43136037797507
11000,-292.195915532694
12000,-265.5195617274256
13000,-245.50582285670555
14000,-250.0515516383678
15000,-234.33008251952813
16000,-219.12685774974076
17000,-208.27545714395984
18000,-204.85428603366933
19000,-201.92079265480817
20000,-185.63491454591292
21000,-171.77227620205082
22000,-161.75273687519768
23000,-145.37734175117546
24000,-131.66596855873044
25000,-120.63025068299274
26000,-116.69098023953698
27000,-101.75418039682853
28000,-88.8161220069684
29000,-76.25753448522858
30000,-78.04210079391919
31000,-65.6863489505171
32000,-52.95767837777328
33000,-38.00964200219193
34000,-32.480426142845104
35000,-24.80014314993265
36000,-22.335068962879653
37000,-9.909678878775898
38000,-4.5010455374763385
39000,-7.48705005742889
40000,-9.884154145729436
41000,1.2064011054394845
42000,12.590773184610807
43000,20.239062441612393
44000,31.93842354266653
45000,38.92528873896319
46000,41.00441307114053
47000,45.0228653959969
48000,53.87573820737989
49000,63.61890218510771
50000,65.47186580651238
51000,75.22644910699967
52000,77.0646028859312
53000,85.22837676980537
54000,84.1803171388034
55000,95.94861354520283
56000,107.5232087238612
57000,119.40926243747836
58000,129.01584706375033
59000,133.10443107922396
60000,138.14112860242682
61000,141.10794812957408
62000,151.2499559424594
63000,161.56711988777482
64000,162.2629875409885
65000,159.76547162629652
66000,172.00301545689254
67000,168.01806680785106
68000,170.74934685082226
69000,179.620845976318
70000,185.60663878761068
71000,195.5422621156385
72000,204.83324257349437
73000,202.2532671615844
74000,206.21240469885814
75000,215.26590418142573
76000,213.48064950956413
77000,211.016296792592
78000,220.99715453502677
79000,224.1406754317297
80000,224.60151985012027
81000,233.68118467574558
82000,242.77746188245058
83000,247.08755602065577
84000,243.54456072825573
85000,241.4556972138843
86000,243.62348750150852
87000,252.44042155228408
88000,251.8434990845108
89000,248.71502183923187
90000,248.65138400804676
91000,247.96825815730185
92000,246.03725008648405
93000,244.19719817302612
94000,244.74886195388083
95000,249.81788255681053
96000,248.6872768672212
97000,250.96794131013158
98000,248.81551316049539
99000,249.61297118752606
100000,254.88289507268573
101000,263.66042060666183
102000,282.7132902025896
103000,288.0767415971848
104000,290.55105197358597
105000,293.308906189423
