Time Steps,Average Return
1000,-413.55161718171667
2000,-356.95763507280424
3000,-335.92203670552203
4000,-332.8971718654775
5000,-309.4495681056035
6000,-275.5007435594703
7000,-263.1569161192623
8000,-246.87632480922844
9000,-246.3942672196678
10000,-215.0900321218606
11000,-208.58832740573172
12000,-185.0510154209381
13000,-164.21264230283697
14000,-142.60358650332358
15000,-120.67949059706436
16000,-89.2355567421591
17000,-60.80191679348527
18000,-43.58432671185559
19000,-41.86396887376651
20000,-23.962475127696603
21000,-0.23978271437485568
22000,19.66204724006371
23000,37.17259622498738
24000,53.94268248392746
25000,69.93343554056814
26000,83.88165210014064
27000,104.54213731250353
28000,119.06369693703748
29000,131.34839786542798
30000,148.26689385498364
31000,165.20550166910823
32000,177.80049631906456
33000,196.05477708129908
34000,207.72543547164491
35000,225.4905151857565
36000,247.79854485435447
37000,265.97031153886354
38000,281.23485790577723
39000,285.40368393041865
40000,297.0592630762532
41000,306.89946434656036
42000,314.6739101137886
43000,319.370120707567
44000,325.55278679551276
45000,344.46801462408797
46000,352.1985092480502
47000,357.4347061694547
48000,366.8304134139815
49000,378.49761265169116
50000,395.74599203672346
51000,401.1615313040643
52000,406.308117542841
53000,412.12605257686687
54000,418.5266578434896
55000,437.26113747936955
56000,447.92355404549704
57000,458.0397754308159
58000,464.8489493756946
59000,481.8648086357973
60000,496.1719762693911
61000,499.61516490411793
62000,507.53384697086443
63000,511.8243842380796
64000,529.3317902640156
65000,538.2189978807182
66000,540.6070746983055
67000,542.1631550008868
68000,555.6013095363718
69000,563.1273095820086
70000,581.7298453446805
71000,598.1093117726524
72000,616.2784339697314
73000,609.5710796060977
74000,627.4375730679492
75000,647.6004474803203
76000,670.0377471023031
77000,690.3079925026527
78000,705.6461293116182
79000,723.4817142110285
80000,742.5782726331494
81000,760.3139642499003
82000,778.3193641895925
83000,798.9469259635569
84000,818.352805290339
85000,834.8429422727428
86000,855.8681440134352
87000,874.2325283765566
88000,889.6533119434852
89000,909.4980397866653
90000,928.3169920550703
91000,945.9767961555198
92000,962.6425391581506
93000,978.4099461140593
94000,994.3061781793726
95000,1009.624182086923
96000,1025.6832886782179
97000,1040.5133638308146
98000,1055.848964406805
99000,1072.0863923025058
100000,1085.2382181481803
101000,1114.453945011693
102000,1125.2085022944198
