Time Steps,Average Return
1000,-239.36243596912547
2000,-292.7947100924759
3000,-332.4407837511308
4000,-354.6663636676197
5000,-341.7748343554157
6000,-329.43388665746573
7000,-315.7620109174355
8000,-306.41131879044093
9000,-302.77314176280004
10000,-269.2175273130987
