Timesteps,Average Return,Standard Error
169000,-1018.1815012367131,16.026094800605488
170000,-1013.0071801905596,15.673407847064732
171000,-1008.3699078507519,15.863898056182922
172000,-1000.1532278822592,16.000875558861246
173000,-995.744542664298,15.94451846611155
174000,-990.7673466448207,15.727054629361652
175000,-985.2949547607677,15.782884269307678
176000,-978.924387691779,15.1267958634726
177000,-975.9452238465907,15.111354074362097
178000,-969.515196035274,14.611811372386473
179000,-961.8272035902052,14.228102119391632
180000,-953.4528098614277,13.674033018305632
181000,-948.3834230531115,13.973450399174576
182000,-943.3748198255848,14.236159248636563
183000,-940.0316666979915,14.315429626845106
184000,-933.7393664844881,14.11287136565502
185000,-929.2933181303193,13.832261241606641
186000,-925.7896933904557,13.983141488893068
187000,-921.4103504356915,13.95892500475675
188000,-918.1403406220778,14.026895026885763
189000,-914.8934464135922,14.125848488661592
190000,-911.6713466632567,14.331029574231554
191000,-909.1808204436675,14.259178548603339
192000,-906.0231756618136,14.004913350055622
193000,-903.9791770472648,13.932975535622308
194000,-901.9373335601634,14.03315016558572
195000,-900.5270815206901,14.019439616847013
196000,-898.5890552571612,14.07462380049417
197000,-895.5258184353642,14.305001399385478
198000,-891.7807255411022,14.518451367942802
199000,-888.7226305263627,14.730701940494294
200000,-884.3302688662751,14.978390946859435
201000,-880.7752376406835,14.967173782974081
202000,-875.9457814484496,15.082536790335263
203000,-871.1982954570191,15.071614043599434
204000,-866.8007435407682,15.16856831972648
205000,-863.9737028054079,15.210681431904149
206000,-860.3161902086161,15.188282804397835
207000,-857.1758136015183,15.12033786138107
208000,-854.5541388777142,15.096078957424728
209000,-853.0172190912782,15.099495119187768
210000,-849.6567792731944,15.065672337341374
211000,-849.2594926257551,15.04877467299587
212000,-847.4732095879318,14.936559209164145
213000,-846.5399648378037,14.85960637601049
214000,-845.0041090691712,14.78017160038558
215000,-841.8145974616987,14.413531229765818
216000,-838.8352560544081,14.199753898848684
217000,-835.7593880677059,13.943817301371851
218000,-831.948126199178,13.785909070013798
219000,-828.7065801771885,13.8107921965727
220000,-825.3161337518114,13.660072364763684
221000,-823.2536213019489,13.523419306602511
222000,-821.8193934581384,13.445545134591223
223000,-822.6020478418468,13.537096917765007
224000,-822.0169344742436,13.500390112406055
225000,-821.3583072420713,13.438025505906865
226000,-821.1192641318229,13.414688693265271
227000,-820.2472863184526,13.300642958342419
228000,-819.4366563950446,13.219273101274345
229000,-819.9036009864391,13.276856640207168
230000,-818.8269992185614,13.12134559414848
231000,-819.1770256677655,13.156343833772443
232000,-818.7217343483638,13.132242415226035
233000,-820.435491639682,13.339097516395103
234000,-819.9927251964607,13.341504571306066
235000,-821.1760045821334,13.535455396602348
236000,-821.6844478563511,13.595301393953907
237000,-820.0035494870057,13.356922161773705
238000,-821.7537153292951,13.713455061530093
239000,-821.050164806877,13.661714826048009
240000,-821.1905116224964,13.678447545762907
241000,-819.8174928049531,13.483292934336745
242000,-820.2059331640869,13.526884769504088
243000,-819.8180672628094,13.492343376217775
244000,-821.4180790152209,13.738850599661202
245000,-821.6211121313821,13.789811029492146
246000,-821.2472192542201,13.75810201363809
247000,-823.6392820725338,13.897687829639864
248000,-824.5515566421694,13.9684711308503
249000,-822.368257136169,13.8436849932477
250000,-823.0256147183236,13.881904467461633
251000,-823.5875976096274,13.93429183586287
252000,-823.9193656485315,13.94768110055407
253000,-823.1560911379916,13.85524043357261
254000,-825.4942947055803,14.009682368917513
255000,-824.3783598283101,13.905235969875847
256000,-824.5791165303797,13.916135483163762
257000,-826.0351137095416,14.009215632721512
258000,-827.8363600479064,14.003868307650308
259000,-828.7471184978491,14.080215800561897
260000,-830.7601330854994,14.073072346935373
261000,-833.7825200789592,14.114308999413979
262000,-835.5027207380357,14.0899206533605
263000,-836.4708430041791,14.175051237514808
264000,-837.4317477468106,14.250894667995075
265000,-839.0041141485922,14.362787136336962
266000,-839.0427223388765,14.366190422667703
267000,-837.7783908633342,14.298978509559726
268000,-840.2396621988198,14.293458642812112
269000,-842.3534597614297,14.11218805264345
270000,-842.690523499319,14.121557967097534
271000,-845.0450039888741,14.101380286165334
272000,-849.462509465142,13.913701871211336
273000,-852.708394590447,14.166027122112927
274000,-854.7548176396406,14.255562797080424
275000,-857.580060568242,14.222691457967471
276000,-859.337426259807,14.286990805198716
277000,-860.7081584934774,14.329934536647755
278000,-861.670324559135,14.298749979697599
279000,-865.0974165270283,14.205481028822968
280000,-867.9613573996411,14.01855277473023
281000,-871.6197290570831,13.831836583121994
282000,-875.1910319568967,13.641075857390543
283000,-877.0671163587165,13.583702038393861
284000,-878.249261375974,13.452068995422731
285000,-878.8913238566881,13.428629504322839
286000,-879.0670960675259,13.405346574165838
287000,-879.4696370584882,13.36119733893641
288000,-881.2209641664875,13.274947009316893
289000,-882.7696546307989,13.165664664279424
290000,-885.4824636511628,12.985342081181585
291000,-885.9558922571392,12.972609211060368
292000,-886.8252733176798,12.98640374067239
293000,-887.5260220356596,12.98630998124759
294000,-889.3269756130777,12.894295277008464
295000,-890.3546271768978,12.898994877773058
296000,-892.0899386989337,12.842640519676191
297000,-894.2553604100348,12.591097492199847
298000,-898.4040305913004,12.376292628035403
299000,-903.258054161447,12.288573445918647
300000,-906.4484317650791,11.86001517418722
301000,-909.0061783348013,11.707392105252277
302000,-912.6191893761902,11.30174980344039
303000,-915.4296273785143,10.963886055280955
304000,-920.5308588774147,10.742351733705396
305000,-924.2092151291695,10.61474808541965
306000,-926.775194607981,10.348853152270637
307000,-929.2302260581124,10.179664470470641
308000,-932.1939245660288,10.051437011311844
309000,-934.687183430951,9.963756477123743
310000,-937.6300958793502,9.69271618094107
311000,-937.9187382371384,9.683865871742743
312000,-938.332267777089,9.656406564309098
313000,-936.5744634080994,9.840605238624013
314000,-936.2522479348098,9.875544697930248
315000,-935.5021829697173,9.967514140217862
316000,-933.6104498528709,10.404201826165513
317000,-933.7863949742034,10.38315871901084
318000,-933.373253885132,10.483540483743129
319000,-934.3192223941919,10.274929199654359
320000,-936.4656263251528,10.043532451410503
321000,-936.2435212915857,10.073617507031232
322000,-934.6580267193036,10.369393995011666
323000,-931.5239247051717,10.580736036624092
324000,-931.0735095757374,10.613020959717709
325000,-929.0996728876016,10.820199181109768
326000,-925.9539163965206,11.232315871238093
327000,-924.0669079866946,11.345267518236634
328000,-922.6104638661851,11.452275159251617
329000,-919.4298299323469,11.655054145364485
330000,-916.1920372241278,11.993258111366652
331000,-913.9000478998621,12.110729779100293
332000,-913.4385522894222,12.137746876634854
333000,-910.4693994882019,12.126457368339215
334000,-910.08784206729,12.169968544796095
335000,-907.1108551437771,12.065387496758664
336000,-903.1325468691435,12.382746600909972
337000,-901.224737629932,12.489605167474407
338000,-894.1535267716641,12.864072884263118
339000,-890.5675163811851,13.369238542010269
340000,-887.9611024716537,13.424622048191406
341000,-883.6496180835754,13.918150987444097
342000,-879.1014176353414,14.297899969183351
343000,-874.7161047066153,14.825656861648582
344000,-869.6796896775081,14.871887480951244
345000,-862.3620696095495,15.13889397300107
346000,-859.0401916591451,15.37240988406018
347000,-854.2117009680404,15.607176629904345
348000,-849.723120570991,15.888162429919102
349000,-847.7682768927589,16.074958959528363
350000,-842.9874061422885,16.510004135869814
351000,-838.020695674482,16.831128767480614
352000,-834.0894913273336,17.14586435753728
353000,-828.9439903169224,17.546490002932128
354000,-823.6423235666527,17.72121459754421
355000,-819.7252816800838,17.979625494121905
356000,-815.232845378579,18.306621031800628
357000,-809.8356926754811,18.58465685885155
358000,-806.9392678747333,18.64746557039215
359000,-801.4042045057327,18.910916884461223
360000,-797.1668004568576,19.10208471131188
361000,-792.2720306212208,19.196247748892755
362000,-788.2939345402128,19.378839771896512
363000,-782.491193372906,19.578033160836142
364000,-777.1006234990626,19.721088172704203
365000,-772.0838954178149,19.7383337561559
366000,-766.9412724787421,19.89163384562461
367000,-764.0787142739282,19.973853701908844
368000,-759.0307917345668,20.112585012756426
369000,-754.6662249992967,20.435263585509283
370000,-749.5156099662801,20.713153397807126
371000,-743.5921550530795,20.97806924122775
372000,-737.4112625042889,21.09831486748688
373000,-730.1755624395969,21.005710422141753
374000,-724.2929347099935,21.01449486429248
375000,-718.7062003959103,21.067528424546445
376000,-712.4748471668797,21.152172862303786
377000,-707.9996882568479,21.06866810797368
378000,-704.7852823499165,21.075088936004054
379000,-698.3298238384083,21.16183866463856
380000,-691.8973769116984,21.461007685544345
381000,-686.3116819849555,21.426498200040534
382000,-680.9814988412578,21.355627834180563
383000,-675.7933717593847,21.37866908662891
384000,-672.3265783880119,21.477613490048675
385000,-668.5596721531592,21.472668936922638
386000,-665.8244902695178,21.591954612962226
387000,-663.8572448397329,21.601601559641388
388000,-660.8254906361153,21.477184944520733
389000,-657.4985902626535,21.414147940541554
390000,-652.7202587490383,21.327334695977218
391000,-648.8475263200587,21.27267442037888
392000,-645.0255169714364,21.069728903256923
393000,-641.9072146851892,20.887407477681645
394000,-639.0894275297242,20.70996831670977
395000,-634.0136827489343,20.570331239205984
396000,-629.8904176701615,20.37279521949175
397000,-625.3327720982115,20.376762989648363
398000,-619.6513410095274,20.003737579122078
399000,-613.9973215005846,19.366912087472112
400000,-609.0837042506514,19.252508582681003
401000,-603.4443671933685,19.025422209624214
402000,-597.4936595484901,18.823251488999578
403000,-592.5603972826489,18.615000529492733
404000,-585.5992846032854,17.895159287580057
405000,-578.1310445244129,17.413045755263106
406000,-571.7631021318845,17.22245612843202
407000,-566.3187598597066,16.778076597298476
408000,-558.8998351415671,16.322752059600923
409000,-552.7979381852167,15.705611642403738
410000,-547.3010659779317,15.106569044123713
411000,-541.8133750885758,14.725571916736872
412000,-536.9337055591055,14.352242267730281
413000,-533.6712515934945,14.240459203259945
414000,-530.180707008603,13.975842574960263
415000,-526.09410870367,13.845838695684568
416000,-523.1376673002704,13.989434519145465
417000,-519.1810068168732,13.70600964084303
418000,-516.5971209115088,13.682729809093257
419000,-512.6707785009125,13.563688251322063
420000,-507.3953980998228,12.928924092583753
421000,-503.93780117251185,12.630078465165223
422000,-501.6013505365435,12.544879961523169
423000,-498.387844859097,12.428867707304615
424000,-494.010244329251,12.007004889920207
425000,-490.6282935211888,11.843957306756554
426000,-487.62794956370004,11.877748567500445
427000,-483.75915455667024,11.601070397763477
428000,-479.6972294455802,11.310521445501164
429000,-477.91600673090113,11.119196576111241
430000,-474.53641771342365,11.158014249194803
431000,-471.2443870518375,10.855378412591815
432000,-467.13734347642037,10.291880452162285
433000,-463.2609760757685,9.872446955097917
434000,-459.33836737256746,9.486496229603905
435000,-454.33216073409994,8.970197103444267
436000,-451.85415890751096,8.8821982039204
437000,-448.4602656070067,8.422157553716575
438000,-447.31637684150735,8.460218316886998
439000,-445.70602953220936,8.457828208510588
440000,-441.9347493074099,8.00850777449395
441000,-440.60174881895983,7.998816925665503
442000,-438.4500351798246,8.028192296468081
443000,-437.8639303485702,8.017281432287191
444000,-435.29733764986776,7.882210461942409
445000,-434.60084648050173,7.903728869275369
446000,-432.19161403021826,7.800921283919853
447000,-430.09270384324685,7.790688719301886
448000,-429.93123867854746,7.7718322038942205
449000,-427.3621252726265,7.634463548408652
450000,-425.88785491921664,7.71564101523728
451000,-423.32212107804486,7.940185722654176
452000,-422.9437050164784,7.910855127554241
453000,-422.52973937672914,7.9130785889797455
454000,-421.47207957641155,7.875281789080643
455000,-420.81746935708446,7.830103712663482
456000,-418.63333739642746,8.01790737669314
457000,-417.6441819320251,8.042473231219386
458000,-415.22590030474487,7.780055630902604
459000,-413.07662006193453,8.00762058162537
460000,-410.8176793189184,8.072873652165637
461000,-408.37379850748175,8.129127333074027
462000,-406.3903955157242,8.138156285417319
463000,-404.9547008166153,8.224261216591781
464000,-403.02233174040134,8.32348659815037
465000,-400.2634542084804,8.398105252423074
466000,-398.9822785434785,8.413907475777133
467000,-396.49961682283407,8.285289883425833
468000,-394.12904666320486,8.454569550699482
469000,-392.6801278253391,8.5857154946609
470000,-390.8093546751825,8.804581952104495
471000,-389.2804627832892,8.992437953284293
472000,-389.5863740615683,8.998012120152904
473000,-388.3168329557426,9.073150230187686
474000,-386.9544954433604,9.11178738684582
475000,-385.53311849783086,9.166413979156463
476000,-384.64048160770346,9.219208748559709
477000,-382.3745942703374,9.147485119236762
478000,-380.4748718787656,9.01137402202969
479000,-380.71032950656604,9.006561223313001
480000,-380.028480757835,9.111999268862244
481000,-378.85377606949135,9.131455779052725
482000,-375.9541712371484,9.372170229964349
483000,-374.2507681363172,9.46401530018929
484000,-373.48003347121585,9.441869938870642
485000,-371.6085314676366,9.404537385514768
486000,-370.5963657553499,9.38857767499337
487000,-366.9192733139301,9.375739968159575
488000,-363.7784267149896,9.114985273063935
489000,-360.8704768264121,9.032527223968918
490000,-359.8166845414383,8.983409840516089
491000,-358.82032191452026,8.896395727495102
492000,-356.64215638009557,8.64402804662249
493000,-353.8518088136409,8.262965690206183
494000,-350.64550978437467,7.791575408738649
495000,-350.08504290342853,7.747458002400431
496000,-346.6817778783819,7.724068097679593
497000,-346.3972239923706,7.710355777638526
498000,-345.3287971497749,7.610353471427767
499000,-342.43931532893504,7.349660478004834
500000,-340.46207057118255,7.4285845995799935
501000,-339.51923201542786,7.410496843877924
502000,-337.96050762927626,7.513786956332675
503000,-335.804558096592,7.563251547583336
504000,-334.8461358532324,7.504029085432909
505000,-333.8325051277104,7.588118684816419
506000,-334.85403408101394,7.621853212455138
507000,-331.85077689363317,7.808434830783151
508000,-332.0792446268942,7.800442110733741
509000,-329.9287173002592,7.8712776778829845
510000,-329.9485389651036,7.874151761991594
511000,-327.805501101648,8.041914363842972
512000,-325.6775598786226,8.11177257723888
513000,-324.111414526531,8.077018164000185
514000,-322.59921879202705,7.95365741734278
515000,-323.7845455432687,8.107364382340327
516000,-324.3172531634308,8.115100702050034
517000,-321.77180313393774,8.20182527486024
518000,-318.97338720569553,8.401586114722397
519000,-319.0646909994067,8.406493156031715
520000,-317.11813282642817,8.429081168961682
521000,-314.46339754963594,8.445711434711045
522000,-311.1665133737175,8.622689644085504
523000,-309.11320340459696,8.690070649811357
524000,-306.86105017704733,8.755993832774381
525000,-304.0593261590918,8.961036599572148
526000,-303.9518703168846,8.959072868955952
527000,-302.97238985939083,8.933045062424808
528000,-302.09284753752036,8.919185646468204
529000,-300.57051113219813,8.689638755773483
530000,-300.70339316736056,8.689709129798235
531000,-300.69597825201055,8.688784081010443
532000,-299.9102113086854,8.625866616307011
533000,-298.57519042618867,8.603428672021511
534000,-297.50918417003777,8.592190160151127
535000,-298.1193813055658,8.616581428131122
536000,-297.07686870947424,8.60305867669467
537000,-295.6999127118438,8.550872809970047
538000,-294.78442153216326,8.527725621339881
539000,-293.3727913335199,8.523438489579988
540000,-293.43125829848594,8.527749990323272
541000,-290.80357287240355,8.659430516598501
542000,-288.95190342351225,8.789872000993643
543000,-288.8799576644755,8.779120586444147
544000,-288.09937268611645,8.759030758913406
545000,-288.0815562291149,8.757265874007954
546000,-286.4901334643931,8.7942863784892
547000,-286.6536935424292,8.803878566703698
548000,-284.4781745337441,8.506093791659895
549000,-284.05107233209986,8.488119504463503
550000,-283.3480958495525,8.494906224063623
551000,-283.7805770799537,8.477512948137099
552000,-281.21821166440213,8.309535566850423
553000,-281.3220272412684,8.324727511469868
554000,-280.33713854262567,8.244775277456188
555000,-277.0517146812776,8.246193025601007
556000,-277.8357431318728,8.25012976987863
557000,-276.32388071589344,8.257337759486088
558000,-275.0276672969791,8.192909638948707
559000,-276.0727613378707,8.192669932033855
560000,-273.61046634277113,8.552005148094596
561000,-274.4482918923403,8.587802863251177
562000,-272.2954102247224,8.77750262291043
563000,-270.5979746583009,8.9146947350212
564000,-268.9554546645407,9.073608217130362
565000,-268.85700291036636,9.077160252764344
566000,-266.6114726398515,9.211764365986983
567000,-267.4736316436794,9.298333305150635
568000,-268.829272931987,9.322573114367328
569000,-267.79176744428025,9.4071540181917
570000,-267.60267498832496,9.4233559795692
571000,-266.4096321337488,9.577059970690682
572000,-266.29663959633535,9.559450600555495
573000,-267.8520106520072,9.693060089021468
574000,-266.229929760174,9.783694075329898
575000,-264.4775373561358,9.91344676151149
576000,-261.61591216587004,10.25411264825677
577000,-261.23540876964745,10.247122573997748
578000,-258.1025171094388,10.443427277343087
579000,-255.47588418862037,10.47900539268908
580000,-257.30844286639166,10.5511987444192
581000,-254.6454571540606,10.759948993373472
582000,-253.94387451340856,10.846810993365562
583000,-254.32752920220838,10.848295853239508
584000,-250.76929991914557,11.068992666161746
585000,-249.37298946067142,11.096861311103002
586000,-246.13770375616514,11.311148611687006
587000,-244.56304833571005,11.49878839533047
588000,-242.2846638308763,11.641126093319707
589000,-241.26608381665213,11.684835069129544
590000,-242.16476106699304,11.801812678707543
591000,-238.9164976827668,11.844067165678787
592000,-239.79170458342819,11.957939680175041
593000,-237.25484012585505,12.030259288455236
594000,-238.61684044749043,12.187857414974406
595000,-238.20040684897893,12.145322824723596
596000,-239.62601341004952,12.163976347953202
597000,-237.94161797404374,12.099419349535243
598000,-235.51624433528988,12.08709876205241
599000,-236.8293014591966,12.19134497380062
600000,-235.36254761038387,12.306706544347561
601000,-235.28630987721644,12.302496677319372
602000,-237.13174182239123,12.403214167436296
603000,-238.969775506532,12.500107887072073
604000,-238.46036198622437,12.471642266175618
605000,-240.12082970877913,12.557606051837507
606000,-239.92950813330714,12.533061596541987
607000,-242.65335380549524,12.598436435561498
608000,-242.75706831683553,12.604902577609764
609000,-243.44178576513667,12.598819141389592
610000,-243.34440560079483,12.583597143579356
611000,-245.2119218489617,12.596242955125982
612000,-246.43457456699656,12.605109987056979
613000,-246.38174240405195,12.60446032404641
614000,-247.82511608017248,12.76173335912256
615000,-247.10203040955716,12.646203389034676
616000,-244.74827346735253,12.6483381761662
617000,-247.0975538316187,12.721524440377054
618000,-250.82197349013325,12.891517253018156
619000,-251.01251083403008,12.91032750026955
620000,-253.3474538851052,13.046273179442426
621000,-256.3122874834423,13.207043543301939
622000,-256.9185750401641,13.149930829604298
623000,-258.81104528904484,13.17268776324055
624000,-260.29800984593646,13.155337398466179
625000,-264.3496107531176,13.28039825708045
626000,-264.16467233485986,13.274617423857723
627000,-265.91004828402055,13.406095374943277
628000,-267.2880549737218,13.482887576614214
629000,-266.7392509046304,13.457008068703336
630000,-268.11776418888235,13.568448630955789
631000,-267.8956664904788,13.547214897766446
632000,-268.27099747062823,13.569642799152197
633000,-269.3384943430413,13.594432482817258
634000,-269.97675078928455,13.601971207695694
635000,-269.71367836121067,13.586544120430437
636000,-270.7052818090946,13.612801281383252
637000,-272.0130064756135,13.664649072321106
638000,-272.70124859748563,13.681316938304926
639000,-273.9443840952337,13.694867351744879
640000,-273.81909861990727,13.687633739091515
641000,-276.17549549758917,13.6194468588313
642000,-278.28140476148405,13.56351258594537
643000,-277.73810929653933,13.518809833547365
644000,-279.1181202756065,13.58256384401869
645000,-278.440728912606,13.55195364232974
646000,-280.9453861394904,13.612512572733772
647000,-281.39383045421874,13.641342512362911
648000,-282.57162007159934,13.70350885086001
649000,-284.1121818242826,13.806945039675202
650000,-285.1082279517033,13.810944626905979
651000,-286.12291851260557,13.837499097426683
652000,-288.2816015990191,13.884434351612
653000,-287.32656830357814,13.834396605890316
654000,-287.5479985937117,13.837993296892737
655000,-290.83896654182263,13.812814458715522
656000,-292.95122913328237,14.016990741399727
657000,-296.2639155956201,14.178138185329255
658000,-298.7755582990543,14.31882345694164
659000,-300.49431080522425,14.454919591052626
660000,-305.71225332468106,14.409143140260673
661000,-306.42254448974916,14.449500397692788
662000,-311.0559461651391,14.48841474379837
663000,-314.5782456097462,14.43574816995021
664000,-317.94133909237377,14.32472431609184
665000,-321.2931289242832,14.508887773818888
666000,-324.99488009694755,14.413116101177428
667000,-326.43129217609385,14.561037390709771
668000,-326.13247729174617,14.55870623939517
669000,-327.68066543481115,14.441892617889797
670000,-330.4766986976462,14.419209548668164
671000,-333.74653903744615,14.22822882393345
672000,-335.9163546778723,14.505338295394475
673000,-338.68811617115773,14.936182184429182
674000,-338.18473947161476,15.014194222048207
675000,-338.64335796857495,14.94970488942052
676000,-342.0104556282081,14.557042219599953
677000,-341.4027206137478,14.603252061555228
678000,-342.20798696570057,14.457309141579909
679000,-346.51460814025165,14.404359714281947
680000,-342.8801674430188,14.745919684212689
681000,-345.65847202517574,14.429661138947235
682000,-347.09990681036527,14.239764914692364
683000,-350.8560685972124,14.543426630209765
684000,-351.8477858489886,14.340786423590611
685000,-350.9382743143783,14.491403185819442
686000,-353.11965357685824,14.139131063945419
687000,-358.8427337673518,13.979913438967206
688000,-365.6924037635836,14.162165821448776
689000,-365.5950043439118,14.177955533704031
690000,-367.5306346358815,14.407809806809757
691000,-374.92394682758646,14.718435488124635
692000,-382.9253671991084,17.03238106430012
693000,-395.1418218220598,19.05843882948669
694000,-403.5461251750067,21.017230255304444
695000,-413.3356235498592,22.90243935382893
696000,-423.26948152365816,24.594393921018952
697000,-434.02196339407135,25.914435789907326
698000,-445.2224162710718,26.94010121060101
699000,-454.02038913463775,28.18023296822015
700000,-466.91267268155985,29.304145170302604
701000,-477.28805484091026,30.505033169300713
702000,-487.18016722710513,31.80141629841637
703000,-498.0263115376193,33.285508736397844
704000,-510.8205092616734,34.856299158102225
705000,-522.5622630162331,36.36479790525676
706000,-534.053349144298,37.722402413317596
707000,-545.7202638590436,39.092696570132084
708000,-558.7750224700382,40.493366671041414
709000,-570.8121354698055,41.38485314047996
710000,-585.4159571105553,43.408269335479915
711000,-601.4548821735358,45.41156770188854
712000,-616.8700740335877,47.005154664224406
713000,-632.0785969683575,48.26694774643795
714000,-646.5983033165489,49.876913811163
715000,-660.9828863027749,51.24177035554815
716000,-678.1410292489596,52.28732878364862
717000,-692.0694428219394,53.37933212559325
718000,-703.0324972471176,54.08170151790982
719000,-716.3263140118523,54.91791277441659
720000,-727.0127680672765,55.41602710521289
721000,-744.0112519836111,57.193216253443765
722000,-792.2722140299685,70.8229124135639
723000,-1018.472505685034,231.84651227538697
724000,-2691.3556599096833,1673.5852092749392
725000,-41561.70819829217,38689.753287273714
726000,-676186.6283891442,632213.919510219
