Steps,AvgReturn,StdError
1000,-0.016932916,0.01101929052329407
2000,-0.0058126017,0.015823151268134977
3000,-0.00317678,0.01282133512724035
4000,-0.014975658,0.018484668106162856
5000,-0.016039627,0.00899837900327057
6000,-0.0414856,0.01371833736693255
7000,-0.027920723,0.008434688520827715
8000,-0.03725377,0.0101324335660527
9000,-0.020828126,0.013635474017235465
10000,-0.033909205,0.010073794257581392
11000,-0.028969059,0.009074593493916044
12000,-0.017623197,0.013147840757067531
13000,-0.04651906,0.023561539674039008
14000,0.31543797,0.022107164192631146
15000,0.22623155,0.01692140636640268
16000,-0.030029908,0.017126966140054847
17000,-0.018828182,0.019181363453583317
18000,-0.016716406,0.012091685282458128
19000,0.17940925,0.011770678744419203
20000,0.31581098,0.01502884115127181
21000,0.21636102,0.017984785583695373
22000,0.32495984,0.02683078508336461
23000,0.24780628,0.01877163870590994
24000,0.33268198,0.02973978107854794
25000,0.3077351,0.02280688710343974
26000,0.005548603,0.03207245623297483
27000,0.25404316,0.03502766674633582
28000,-0.78415525,0.11536383035464776
29000,0.41401634,0.02674728323586349
30000,0.38830203,0.02340936750551795
31000,0.22114292,0.034411481024235205
32000,0.14741124,0.02992681381352103
33000,0.8001088,0.031478024201740104
34000,0.8791505,0.03861249735256719
35000,1.339617,0.09883735844084529
36000,1.955135,0.15117727113834853
37000,0.7410696,0.05998041302863147
38000,0.77206427,0.03540968398782672
39000,1.3166659,0.03410674557783711
40000,2.3255036,0.05771424531336435
41000,3.7654376,0.061108103818097365
42000,0.32412353,0.06371135125228579
43000,-1.1681902,0.3812479717971426
44000,-2.0257993,0.8359959279741968
45000,-2.599535,1.2484935938598438
46000,0.25860015,0.37538645828856143
47000,-6.08884,0.7500936868541352
48000,-6.3823752,0.0771038214871952
49000,-6.5807166,0.1963394035701318
50000,-2.6401114,0.15738447819600435
51000,-0.86651117,0.11446924545350516
52000,-0.7983232,0.14083868642244876
53000,0.028371314,0.035944146703171774
54000,-0.083558105,0.030773918981280193
55000,0.2798551,0.03439277374540112
56000,0.4556364,0.036887547235317335
57000,0.3558843,0.03641909247007503
58000,0.9660136,0.033303706182878194
59000,0.71686304,0.08258669872974227
60000,0.4854544,0.0565632952976201
61000,0.7192011,0.08893225483187385
62000,0.47672123,0.06040726883731274
63000,0.070076674,0.05583543136182481
64000,0.4126207,0.06731481609885706
65000,1.7204834,0.07991247201568535
66000,6.9540567,0.07507705981939525
67000,5.716356,0.13147961859603058
68000,5.1717696,0.07634943750976811
69000,7.3966355,0.1018613123137204
70000,5.9030905,0.12230503186944978
71000,9.158168,0.04677248986381229
72000,13.407521,0.07692764792705162
73000,12.282618,0.0955852982823781
74000,10.317715,0.06726648346434794
75000,9.018183,0.04741032796531911
76000,9.285115,0.15616907995542034
77000,11.654355,0.12994097554097284
78000,12.777013,0.04615496588801171
79000,13.8074875,0.07353083960958556
80000,14.199475,0.051852576303472966
81000,11.958654,0.08929150055574114
82000,14.416603,0.13681262556066376
83000,14.655594,0.24827789670357503
84000,12.12866,0.27555925390150804
85000,11.831564,0.15720955335850334
86000,12.9104595,0.2173895122654187
87000,12.144167,0.22446977907315563
88000,10.244455,0.20696187713253997
89000,10.753473,0.22884166542452092
