Timesteps,Average Return,Standard Error
16000,17.27692013978243,1.8853045359928586
36000,8.191862226271,0.4069627712130129
89000,37.16160327907015,3.7963068519438026
98000,12.324520558083927,0.7396957733298234
115000,21.546135884900277,2.0970104808101566
129000,8.271667975643503,0.2732889115847724
175000,4.578710395471553,0.09282006236462838
203000,7.2253017298976125,0.1576727856958196
205000,2.8635577157085237,0.07610813951865067
210000,6.051901457611742,0.21030905050977194
213000,2.1251964118501334,0.132496401737723
220000,1.4913507932714085,0.13399834219565218
222000,1.6736552543757002,0.09254610376459202
224000,2.1046607213940582,0.17785638016256167
244000,0.5849233391855807,0.058346394531461475
261000,0.8569647866562157,0.06940429792859182
281000,0.5355350098976298,0.04375443682572332
289000,0.5678921248724934,0.07265517057648925
290000,0.777986070980504,0.12761965111101875
312000,-0.5084499820629096,0.0983943648819623
320000,1.2043161597261542,0.12944482121393375
363000,5.946703967044893,0.4233421107904863
366000,0.513530960426953,0.090216962833526
396000,0.6015720136012169,0.04446017356505261
398000,-0.00021411899372581145,0.07212648856471902
409000,-0.23286241044590925,0.06695902433466407
419000,-0.5398301211833116,0.08372683034273916
421000,3.9796511945414705,0.2877686717202105
424000,6.1771496808925255,0.22221828734266946
453000,7.704583590110353,0.18437824337690534
462000,3.868573799781556,0.11869150325353364
467000,0.7470651505846244,0.06790422593615612
469000,2.6472507454065966,0.11724600730783293
486000,2.602161281814057,0.10853942966124448
490000,-0.027104549866167872,0.0429992276103771
496000,-0.058021074888608776,0.07334049674590107
500000,6.5114368752820315,0.15856783077461095
501000,6.1124484594133355,0.19302639876413585
513000,5.050918129058297,0.17583444641157397
583000,136.10647252275606,6.800259985009329
