Steps,Average Return,Standard Error
1000,115.95685954375469,30.132936454075644
2000,194.45134745512755,10.188787602345803
3000,181.6666355916351,10.01179634460727
4000,121.01628312166528,8.527492577955453
5000,159.60378529572031,8.590218707813818
6000,150.09729650288097,23.483237636098096
7000,155.85940719128908,15.236485623401451
8000,106.33988697894138,11.697695567978188
9000,177.24172577614172,8.219028092547056
10000,191.24945638255372,5.3223088873995446
11000,190.0608815314973,5.452127162778649
12000,192.94093671260416,1.98637393668039
13000,116.38271904298286,18.506715228780266
14000,189.32930048990107,1.7435767968089557
15000,199.72373348275482,1.6129961841317408
16000,202.07138142594724,1.0309113237292211
17000,160.58585643408895,8.610283920683509
18000,111.92694713389554,3.6172085220388657
19000,140.59136861243036,4.285495094316643
20000,173.51305296452998,3.5781317268486568
21000,185.49123151498682,5.495442608463877
22000,194.71740279923205,6.5689372176396725
23000,196.8097439489356,7.426738947466592
24000,202.9447906248237,4.889921104998042
25000,202.16494443376342,1.8317686925344543
26000,157.2158115722282,10.253128462278708
27000,196.69626702024212,2.3023690474564082
28000,205.41069160654214,4.397875858593288
29000,230.3391608935206,7.199216102466987
30000,236.85891883109852,5.744397490987259
31000,198.36306008956265,10.18172229868715
32000,165.22436359893533,4.515244895738556
33000,194.87473994903561,5.153136890963748
34000,194.4978141925904,9.206364784946459
35000,223.27456201198797,6.281328628876062
36000,224.25723010633547,3.7837549600454397
37000,211.81524098534638,2.7409412890607863
38000,219.70151508152043,4.001740925235276
39000,213.48622453021034,7.487040371415259
40000,183.33366889922502,6.547733173609419
41000,222.65252786557522,6.648198553723323
42000,233.64850447843236,5.546246307106138
43000,237.2186177517744,5.305700706159198
44000,206.44865408362048,14.044552163479892
45000,212.21834392576164,1.999544105862284
46000,215.1754169393023,2.5337571256846543
47000,224.63121882638453,3.6869628696511763
48000,223.14788770242703,6.2891086992035135
49000,199.544261248941,7.0162726703609835
50000,191.15145581321798,6.097754751434462
51000,233.715865566127,9.740796092772296
52000,247.23452482759154,7.416808172997538
53000,254.71071962478248,8.519460401952626
54000,290.4551080230161,9.046095439800613
55000,308.04607989835796,6.182263005213473
56000,308.2577576050404,5.28585520583694
57000,311.82001135517226,5.586325147866313
58000,318.22376890881645,6.9004318052935645
59000,254.15117738579224,31.128805116635817
60000,233.82378213498333,33.29268990083781
61000,304.6831107587076,35.854937658113165
62000,396.9456006980344,4.257460447639604
63000,369.43144133802036,16.269573938828344
64000,352.4690569565852,15.389416534831474
65000,320.70486492166094,13.653178756792878
66000,304.446044212302,9.953672475896859
67000,296.8205794222662,5.958095931159416
68000,294.8721929411237,3.0262679472311653
69000,272.57401253761066,4.780263774238801
70000,253.05096051986948,2.0150994999949776
71000,228.3548614741479,4.04630884635264
72000,201.54519297563152,3.4609426279673894
73000,207.99025964290553,0.48873192150908645
74000,205.91004415757456,0.5312975643673703
75000,209.726344326659,0.783066630446422
76000,207.92421297947544,1.464072795056831
77000,208.82945653201546,1.0816410812866795
78000,213.31301951971304,2.20489597761566
79000,211.46828394856658,2.209921426641213
80000,214.87438578816872,1.6683094388091613
81000,210.2367532443646,1.501073161429648
82000,216.45557554186271,2.949558247475662
83000,230.01962250817684,2.651665823615014
84000,231.62208811714058,3.393293816575672
85000,214.13072545412206,3.092481593169822
86000,227.5930673188604,3.090472706993864
87000,171.71878076343742,19.799011879705454
88000,177.74386070043698,3.4499822523582444
89000,188.9035162431963,4.3109962002434905
90000,229.04255610257428,5.986613954200987
91000,251.47421528536293,6.316556824890798
92000,275.9873592957479,4.235047648250917
93000,295.3431589433588,3.5859716328227598
94000,304.958565068296,4.786366753420825
95000,320.37652994737965,7.2872634474331495
96000,314.1114617579508,9.414722380902148
97000,280.4258126945367,8.619444692772953
98000,275.21818738913527,9.448779520435453
99000,282.34797251700235,10.04743939217607
100000,284.2060871955277,11.25499694993364
101000,302.71518156778825,8.237865887736394
102000,292.0747832632441,8.27259682286534
103000,279.08437544378523,3.827371985319026
104000,280.5252884654905,7.812293461742732
105000,285.4153776255492,4.0933967818413866
106000,301.9299404480415,3.3736108419031425
107000,225.74529153346538,31.62636103590042
108000,236.97536201317843,19.465878282307862
109000,230.16778727051897,5.534290546519373
110000,216.3474734552848,4.871651322025163
111000,206.89301899868346,3.8797008292116186
112000,214.89022455422082,4.348483841508106
113000,227.6668621639739,4.0739583942054445
114000,232.6383441617455,2.1389135560281325
115000,233.7896201480837,2.0431684001108534
116000,232.2387717282169,2.406678141680276
117000,230.57507884510113,2.5257344215742434
118000,228.68250422818127,3.8892269503459915
119000,229.65069786604053,2.954818839973051
120000,227.16302874168588,3.214731056150875
121000,229.8188221090189,1.8632196562783212
122000,231.13607624872012,2.8798293751801003
123000,226.4530343205716,15.52541509259463
124000,269.15684075822327,3.320858330180549
125000,285.61307863787704,3.072440663496629
126000,296.5671354431718,2.860156929354405
127000,312.09689297767414,3.951920601168926
128000,321.87062679695833,4.142282268746135
129000,317.22952500323174,4.581451557137128
130000,325.33823492500306,3.748173317895485
131000,325.63133753215396,1.889704897960692
132000,331.9281200711431,3.6067866486278373
133000,327.0425159995231,3.225606748595587
134000,328.44254109247726,3.1680041261534266
135000,333.2116969104986,4.971970372267756
136000,333.8995791465717,4.771308689003371
137000,307.83953523281394,21.169769494563962
138000,325.1915323673921,6.729616412873941
139000,311.3178291263213,2.5831650244125806
140000,306.0527859491532,4.027164719694369
141000,295.9289923463929,4.416614394485426
142000,276.38259790988644,9.207217094330556
143000,277.4339295704951,3.785413793488864
144000,275.5257441334201,2.9382003178315372
145000,269.6436346148651,2.8892537913709857
146000,270.8732946948652,1.7510189205302038
147000,280.4338878267034,1.9840829794935309
148000,287.08029320371685,1.6324480083081114
149000,279.657816508166,3.8451953985445475
150000,279.93255220489857,5.1608251566322405
151000,294.1303055378401,1.808410705223484
152000,290.8480286171723,3.774934334736631
153000,283.417258660339,2.6271498279692285
154000,288.8693713410788,3.06460664484776
155000,296.4697205678088,2.339882889821553
156000,290.4555307935167,8.122955446571792
157000,295.19469499055543,9.294261401384894
158000,293.08086732867923,9.784145336435751
159000,301.3847526389799,4.703624870072112
160000,300.077149139234,4.015063844012006
161000,308.58194486537275,3.445459121355034
162000,305.5826818841018,3.4103950676184285
163000,308.59615825278445,5.0389401584148255
164000,308.54839711028,3.76179473889869
165000,322.9955078104569,5.796456238450431
166000,298.6602859309759,12.251307224711624
167000,321.002610663665,6.575968542728293
168000,325.4012126952707,4.908099335737656
169000,324.0303419044963,4.271451716193725
170000,317.8639529005572,4.634390869718165
171000,327.9761799063664,9.690455307964736
172000,336.25378264352133,8.034855099600959
173000,339.7281839132711,4.6014790438955115
174000,337.8610612672032,4.939709268686763
175000,344.2818992747864,5.3836920689830885
176000,346.1037092255094,4.868835447820854
177000,339.2117534615031,5.070578593250617
178000,317.6488662425646,21.387045028720696
179000,312.28961328874686,20.921183676577165
180000,321.1390840698047,5.526904503979381
181000,319.12145428871065,5.382231707484021
182000,326.5218253758573,3.8660236805470225
183000,326.1930870823761,2.3103432134533572
184000,328.9969830473898,4.815489503644894
185000,325.17604050110805,4.9635042465874015
186000,324.6445182546988,3.977832967726284
187000,320.8292285822614,4.085227283494669
188000,323.7368497907096,4.834428200232736
189000,309.13527146951924,4.967447210526272
190000,314.5923854573712,3.5887192054868517
191000,322.93052687146877,3.3202042775346152
192000,322.16277911087246,5.556053521564729
193000,330.0251723121582,3.0374441155629777
