Timesteps,Avg Return,Std Error
2000,-384.3626896520566,0
4000,-377.57209055828207,0
6000,-379.04253894442564,0
8000,-354.87672412436564,0
10000,-343.8145524948795,0
12000,-360.3172412317017,0
14000,-358.41667048626994,0
16000,-358.80002922501416,0
18000,-364.29112683576085,0
20000,-367.11688559541926,0
22000,-369.98600103258565,0
24000,-370.11359797244904,0
26000,-378.7684249339148,0
28000,-382.4595924828988,0
30000,-387.43497518014493,0
32000,-397.8554731878959,0
34000,-393.29936990673775,0
36000,-393.63932954086937,0
38000,-392.57662994545655,0
40000,-391.575099196876,0
42000,-394.10229962879947,0
44000,-394.05419171266425,0
46000,-392.3761408091127,0
48000,-391.9798480225493,0
50000,-392.9827882364632,0
52000,-394.48146009901063,0
54000,-395.55714371598583,0
56000,-395.90843488576695,0
58000,-397.70882785539646,0
60000,-396.0317427665285,0
62000,-397.4527403864763,0
64000,-400.54375945149775,0
66000,-399.5487428202162,0
68000,-400.88668812438635,0
70000,-399.79757471699116,0
72000,-398.01828565508936,0
74000,-396.1313053419973,0
76000,-394.96216835653354,0
78000,-392.77640449263697,0
80000,-394.18113645841896,0
82000,-395.7334482677223,0
84000,-396.2646721097077,0
86000,-395.6935690559897,0
88000,-396.12463744604014,0
90000,-395.81506133060395,0
92000,-396.828322347331,0
94000,-398.49886165070404,0
96000,-398.75845076053906,0
98000,-399.63012780166616,0
100000,-401.4308365024569,8.387223413946973
102000,-402.0843460935186,8.535263231532529
104000,-403.8660161872481,8.536914842125313
106000,-404.9131430125555,8.452936694265553
108000,-406.9540707935258,8.247462598653332
110000,-411.5320269162181,8.500491380027304
112000,-412.6838018269152,8.501035389164759
114000,-415.1538466359882,8.737256008004902
116000,-418.23156458852026,8.655587970484383
118000,-420.627208822297,8.859940206447387
120000,-422.458167228644,8.93870959309184
122000,-422.69111479554476,8.954693951355653
124000,-426.144862331323,9.087614123513418
126000,-425.091151597047,8.932123357574516
128000,-425.36928345078564,8.94560723379808
130000,-428.61032682257775,9.272962606006752
132000,-425.0730730568193,8.933667167478989
134000,-428.918295241892,8.891177456288663
136000,-429.9944247137056,8.890003121120925
138000,-432.9591625030111,8.942576359509466
140000,-434.17875451748216,8.900084381930085
142000,-437.4827648669364,9.224228491095479
144000,-439.2297617789801,9.231303228974909
146000,-443.5186158729404,9.306508541886823
148000,-447.50325647408,9.557724056851507
150000,-449.93456448336997,9.769601361572446
152000,-455.7145404342965,10.603363974304894
154000,-461.3524394676991,11.14187731835975
156000,-465.78857694735007,11.338004418323866
158000,-469.87984829345703,11.65897527126915
160000,-475.24847509743273,11.78766390981777
162000,-480.92935700737786,12.421225528099306
164000,-482.8183351005451,12.469966275426364
166000,-488.26518027509184,12.548343317430172
168000,-490.8941443909057,12.596538654101453
170000,-496.03480663224565,12.69714190609467
172000,-503.6116823660632,12.854335907181767
174000,-507.9777581049678,12.622771305130154
176000,-514.3285640972246,12.622082961079032
178000,-523.1548600151888,12.574046316928476
180000,-526.427128929942,12.55587028540687
182000,-530.0388383106636,12.6032454374125
184000,-539.7852742126518,13.551166696802436
186000,-540.1340963087165,13.659721851457586
188000,-541.3321330537514,13.695026469215652
190000,-543.9867261096394,13.524517662463726
192000,-548.5331962079039,13.5396265751648
194000,-549.1564196062504,13.497976835435916
196000,-550.3943566735672,13.5708968991664
198000,-556.7439037806885,13.671357069246474
200000,-560.8264935204402,13.772365934254259
202000,-568.4788450283115,13.938034240567237
204000,-569.4482038619485,13.88631873479196
206000,-579.2361545858929,14.709490111290716
208000,-585.1895517512581,14.610456334054124
210000,-587.7729807267019,14.669080713451612
212000,-588.9253082434657,14.62571794271411
214000,-588.6138202740901,14.5009235808601
216000,-592.0094194376533,14.62566263627939
218000,-591.1321712213711,14.679800482635383
220000,-591.9530514400998,14.800708803084683
222000,-596.8000810386027,14.58221042254515
224000,-596.4619716584352,14.640964812862302
226000,-600.0353658741651,14.453489077997805
228000,-605.6297844207277,14.560567208582643
230000,-609.2766415983738,14.86287768376862
232000,-618.3540591967648,14.782230410577602
234000,-624.0147565792846,14.909619762101988
236000,-628.6110348101928,14.748485535754128
238000,-627.8593253109818,15.113908680519557
240000,-632.02113642086,14.846033507944671
242000,-634.9286566235252,15.10042844484694
244000,-642.2494332829905,15.37015870945811
246000,-643.9750008241791,15.343105029794682
248000,-648.7571923311797,15.464169541859698
