Timesteps,Avg Return,Std Error
4000,15.724569683283624,1.1641708711774867
208000,74.77260373571762,6.676326271305167
224000,46.27187380118153,5.395909911694313
264000,32.14554322753727,3.4369799764094027
304000,33.65724854933785,4.0177346157771066
322000,70.22223918433275,7.0772042345918935
384000,76.60209175752681,6.73626576218849
476000,81.98197461973379,7.318850618366044
536000,49.64881949061871,5.150639732481251
576000,59.15968830711924,5.154380864109987
658000,72.75634372980414,6.569495041104281
944000,92.50558976340348,7.264168445616794
978000,91.51137176491628,7.139739304103673
