Steps,Average Return,Standard Error
280000,174.57,20.63
281000,173.44,20.64
282000,173.04,20.75
283000,176.3,20.99
284000,164.29,20.67
285000,134.93,18.35
286000,94.23,9.5
287000,91.53,9.01
288000,92.77,9.57
289000,90.73,9.43
290000,92.65,10.06
291000,96.06,10.2
292000,99.87,10.88
293000,97.18,10.21
294000,93.5,10.32
295000,95.98,11.25
296000,94.06,10.96
297000,91.46,10.54
298000,89.03,10.46
299000,90.52,10.8
300000,83.71,9.92
301000,86.9,9.99
302000,84.66,9.25
303000,85.03,8.98
304000,85,7.75
305000,90.12,8.44
306000,97.52,9.16
307000,101.76,9.39
308000,108.77,11.25
309000,128.37,14.14
310000,135.11,14.73
311000,153.58,20.93
312000,161.25,21.84
313000,161.28,21.74
314000,162.03,21.74
315000,150.53,21.8
316000,146.76,21.85
317000,142.01,21.76
318000,145.22,22.28
319000,157.66,23.64
320000,156.69,23
321000,153.58,18.32
322000,158.63,18.13
323000,169.78,18.65
324000,181.12,18.61
325000,183.08,18.69
326000,185.62,18.78
327000,192.93,18.84
328000,197.21,18.81
329000,203.87,18.69
330000,210.5,19.45
331000,215.74,19.35
332000,211.45,19.43
333000,207.43,18.48
334000,209.95,18.64
335000,184.79,16.32
336000,164.95,15.5
337000,129.34,13.22
338000,117.13,12.79
339000,97.53,11.73
340000,80.74,9.02
341000,79.83,8.92
342000,85.88,9.64
343000,93.48,13.33
344000,84,12.94
345000,79.33,12.74
346000,81.95,12.83
347000,88.6,13.48
348000,90.43,13.54
349000,99.61,14.26
350000,111.42,15.47
351000,126.5,20.88
352000,129.53,20.81
353000,118.52,19.04
354000,128.32,19.97
355000,133.22,20.15
356000,137.99,19.99
357000,146.56,20.87
358000,162.58,22.46
359000,168.64,23.28
360000,176.59,23.87
361000,182.82,24.51
362000,183.63,25.33
363000,170.17,22.33
364000,185.32,23.93
365000,190.97,24.63
366000,181.1,23.98
367000,190.84,25.69
368000,186.84,25.65
369000,188.38,26.5
370000,191.23,25.95
371000,201.66,27.3
372000,196.44,26.26
373000,201.56,27.56
374000,203.8,27.25
375000,201.79,26.85
376000,203.65,26.89
377000,192.04,25.52
378000,211.59,26.47
379000,222.75,26.6
380000,237.75,27.1
381000,246.31,27.47
382000,254.34,27.4
383000,260.43,28.42
384000,235.67,26.84
385000,227.89,26.11
386000,232.39,26.56
387000,227.38,26.67
388000,222.96,25.37
389000,226.74,25.13
390000,224.08,24.47
391000,211.29,23.79
392000,175.64,22.64
393000,142.22,19.91
394000,124.64,15.14
395000,122.5,14.67
396000,116.72,13.94
397000,123.92,13
398000,125.85,13.64
399000,136.54,14.99
400000,147.84,14.8
401000,156.99,14.32
402000,173.2,14.33
403000,187.3,14.44
404000,203.28,14.42
405000,221.14,15.33
406000,231,16.69
407000,248.68,20.42
408000,241.73,20.86
409000,234.71,20.93
410000,226.49,21.05
411000,219.42,20.8
412000,216.18,21.01
413000,229.93,26.65
414000,239.53,28.51
415000,229.49,29.18
416000,221.1,29.58
417000,222.58,29.55
418000,199.67,29.52
419000,188.78,28.85
420000,166.84,24.87
421000,185.9,26.13
422000,179.7,25.79
423000,179.78,25.72
424000,131.8,14.75
425000,132.96,14.08
426000,136.25,14.49
427000,131.67,14.38
428000,140.21,15.17
429000,141.98,15.3
430000,136.01,17.08
431000,138.56,16.97
432000,135.59,16.8
433000,133.84,16.47
434000,124.8,16.43
435000,123.11,16.73
436000,134.18,17.85
437000,128.98,17.65
438000,142.12,23.79
439000,151.6,25.74
440000,147.37,23.79
441000,158.69,26.1
442000,159.16,26.35
443000,182.65,31.37
444000,202.49,32.77
445000,207.45,34.66
446000,209.86,34.63
447000,209.1,34.57
448000,207.42,34.61
449000,193.67,33.89
450000,161.09,28.37
451000,90.8,14.32
452000,83.96,7.92
453000,89.98,9.21
454000,82.91,8.82
455000,85.66,9.03
456000,83.29,8.65
457000,80.91,8.68
458000,82.41,8.36
459000,87.37,8.6
460000,91.64,8.64
461000,83.67,6.81
462000,86.72,7.03
463000,85.99,7.01
464000,89,7.89
465000,84.65,8.03
466000,70.91,8.04
467000,65.97,7.73
468000,62.28,7.86
469000,68.81,8.54
470000,61.82,7.84
471000,66,7.96
472000,58.77,6.35
473000,69.16,11.22
474000,75.78,11.25
475000,84.27,11.26
476000,86.68,11.2
477000,93.97,12.59
478000,89.73,12.33
479000,94.39,13.18
480000,93.9,13.28
481000,87.22,10.08
482000,91.43,10.42
483000,96.25,10.81
484000,110.41,12.89
485000,121.6,14.3
486000,126.09,13.5
487000,129.03,13.98
488000,127.19,13.38
489000,131.42,15.24
490000,139.32,16.7
491000,127.22,16.56
492000,120.48,15.42
493000,103.36,13.24
494000,101.57,13.04
495000,99.74,12.57
496000,94.26,10.43
497000,84.04,7.43
498000,89.86,7.73
499000,90.73,7.82
500000,88.97,7.78
501000,78.88,7.65
502000,64.95,6.03
503000,68.81,6.48
504000,72.95,6.87
505000,70.19,6.45
506000,73.54,6.66
507000,80.54,7.29
508000,87.15,7.8
509000,90.9,7.96
510000,96.75,7.88
511000,95.16,8.33
512000,98.3,9.29
513000,102.61,9.44
514000,106.37,9.75
515000,104.6,10.03
516000,101.57,10.32
517000,107.25,10.77
518000,113.15,11.27
519000,114.35,11.44
520000,117.5,11.88
521000,116.37,11.55
522000,104.82,10.65
523000,111.32,12.19
524000,114.34,13.54
525000,116.43,13.64
526000,117.45,13.8
527000,102.66,13.04
528000,95.55,12.49
529000,89.48,11.99
530000,87.23,11.89
531000,95.57,13.79
532000,92.21,12.44
533000,81.36,10.2
534000,81.09,9.87
535000,88.17,10.39
536000,98.63,11.9
537000,104.26,12.23
538000,120.13,14.63
539000,138.29,16.31
540000,146.13,16.99
541000,162.36,22.9
542000,158.53,22.22
543000,152.65,22.31
544000,154.83,22.28
545000,164.46,24.08
546000,155.7,24.21
547000,143.21,23.7
548000,111.91,21.38
549000,83.89,12.28
550000,80,11.69
551000,81.99,11.75
552000,70.26,6.22
553000,69.73,5.61
554000,70.88,6.26
555000,68.71,6.22
556000,65.77,6.24
557000,62.56,6.06
558000,63.39,6.16
559000,62.33,5.98
560000,63.57,5.33
561000,67.08,5.48
562000,69.81,5.98
563000,74.42,6.19
564000,75.46,6.57
565000,73.28,6.25
566000,70.83,6.41
567000,65,6.28
568000,54.09,6.1
569000,35.87,4.53
570000,29.86,3.46
571000,32.53,4.37
572000,39.79,6
573000,45.29,6.67
574000,52.61,7.35
575000,60.71,7.52
576000,62.72,7.64
577000,81.03,12.24
578000,88.5,12.13
579000,97.04,12.07
580000,104.58,11.99
581000,111.38,12.54
582000,113.15,12.44
583000,111.51,12.16
584000,116.74,12.04
585000,108.65,11.68
586000,105.12,11.74
587000,97.81,7.63
588000,107.69,8.65
589000,117.22,9.5
590000,113.76,10.96
591000,100.88,10.37
592000,94.27,10.43
593000,95.3,10.44
594000,95.03,10.54
595000,90.84,10.45
596000,82.08,9.43
597000,76.81,8.39
598000,74.81,6.67
599000,76.51,6.76
600000,81.29,7.81
601000,82.03,7.9
602000,78.86,7.82
603000,79.09,7.97
604000,73.13,7.59
605000,64.44,7.26
606000,66.01,7.32
607000,64.6,6.24
608000,66.76,6.63
609000,63.11,6.48
610000,58.73,5.98
611000,57.54,6.01
612000,49.95,5.97
613000,40.57,5.62
614000,39.54,5.34
615000,40.14,5.39
616000,40.72,6.22
617000,42.8,7.28
618000,47.02,8.19
619000,50.7,8.21
620000,59.72,8.92
621000,66.76,9.08
622000,71.96,9.08
623000,72.08,9.91
624000,73.36,10.09
625000,75.2,9.99
626000,78.23,9.53
627000,80.91,9.62
628000,83.14,10.3
629000,86.32,10.81
630000,88.64,10.85
631000,90.27,10.83
632000,76.4,8.82
633000,76.97,8.67
634000,86.72,11.09
635000,96.4,12.52
636000,111.53,13.58
637000,112.3,13.49
638000,112.84,13.69
639000,124.56,14.33
640000,129.19,15.24
641000,136.28,15.51
642000,122.38,14.02
643000,124.9,13.82
644000,98.02,11.75
645000,92.06,11.11
646000,69.78,7.8
647000,69.64,6.96
648000,63.57,5.83
649000,55.94,4.76
650000,55.76,5.1
651000,55.99,4.67
652000,59.85,5.52
653000,61.66,6.36
654000,63.99,7.32
655000,70.55,9.93
656000,77.46,11.37
657000,80.73,11.49
658000,86.61,11.74
659000,90.4,12.22
660000,92.16,12.23
661000,90.73,11.94
662000,85.64,11.04
663000,92.95,11.64
664000,94.31,10.56
665000,95.36,9.54
666000,92.53,10.89
667000,92.12,10.39
668000,91.23,10.46
669000,92.62,10.81
670000,93.39,11.56
671000,86.05,11.49
672000,72.58,10.88
673000,73.58,10.88
674000,73.26,11.52
675000,73.31,11.85
676000,66.65,10.31
677000,65.73,10.14
678000,60.98,7.94
679000,59.27,7.62
680000,60.89,7.95
681000,64.56,7.99
682000,73.67,8.9
683000,85.95,11.25
684000,101.92,12.48
685000,121.66,16.11
686000,144.11,17.98
687000,160.57,18.93
688000,178.53,19.76
689000,186.84,19.83
690000,200.98,20.68
691000,211.4,21.1
692000,218.61,21.32
693000,224.75,21.21
694000,223.8,21.59
695000,236.57,22.09
696000,222.47,21.83
697000,204.56,21.18
698000,173.62,19.54
699000,167.77,18.78
700000,155.25,17.65
701000,143.67,17.15
702000,126.42,15.1
703000,122.64,14.68
704000,112.27,13.8
705000,101.13,12.73
706000,84.36,9.8
707000,77.26,8.79
708000,81.55,9.56
709000,75.68,8.76
710000,69,8.33
711000,63.32,7.77
712000,66.96,8.33
713000,66.25,8.07
714000,72.13,8.7
715000,71.97,8.63
716000,74.85,8.92
717000,70.78,7.96
718000,70.57,7.85
719000,74.28,7.96
720000,81.25,9.19
721000,97.13,11.82
722000,123.2,15.3
723000,144.13,17.04
724000,161.29,17.57
725000,179.12,18.29
726000,202.13,19.19
727000,218.23,19.87
728000,229.39,20.29
729000,241.55,20.44
730000,250.2,20.51
731000,248.07,20.61
732000,248.06,20.68
733000,250.67,20.45
734000,231.57,19.92
735000,161.63,18.07
736000,126.91,15.59
737000,99.67,11.56
738000,94.65,10.46
739000,87.3,8.96
740000,97.62,11.51
741000,102.15,12.13
742000,100.71,12.64
743000,108.38,14.03
744000,118.36,14.63
745000,121.24,14.6
746000,120.59,14.55
747000,123.81,14.61
748000,124.4,14.9
749000,132.61,14.96
750000,133.93,14.26
751000,140.48,14.92
752000,130.65,14.52
753000,111.78,12.43
754000,101.95,11.64
755000,99.13,11.69
756000,99.46,11.72
757000,96.11,11.61
758000,97.48,11.83
759000,85.28,10.57
760000,90.1,11.62
761000,80.96,10.08
762000,69.96,8.52
763000,72.82,8.85
764000,77.44,9.56
765000,80.23,9.61
766000,80.77,9.71
767000,72.51,9.52
768000,67.8,9.57
769000,55.01,7.47
770000,55.56,7.62
771000,52.04,6.23
772000,51.62,6.18
773000,53.94,6.45
774000,51.16,6.21
775000,53.3,6.42
776000,56.89,6.98
777000,64.52,7.76
778000,60.66,6.77
779000,63.2,6.84
780000,71.1,8.02
781000,70.96,8.05
782000,78.51,8.9
783000,79.73,8.92
784000,99.01,19.27
785000,115.16,20.02
786000,133.49,20.73
787000,154.74,21.19
788000,169.97,21.44
789000,185.9,22.61
790000,203.4,23.98
791000,226.13,24.37
792000,244.47,24.2
793000,256.13,24.17
794000,257.61,24.26
795000,260.33,24.31
796000,251.75,24.7
797000,219.74,20.13
798000,185.98,19.96
799000,122.27,14.65
800000,83.08,11.05
801000,72.66,9.4
802000,79.32,10.23
803000,65.86,7.26
804000,60.55,7.49
805000,63.35,7.43
806000,65.69,7.52
807000,68.99,7.94
808000,74.6,8.37
809000,68.89,6.91
810000,64.18,6.84
811000,66.43,6.57
812000,72.93,7.2
813000,71.83,7.13
814000,62.91,6.41
815000,58.92,6
816000,58.92,5.98
817000,61.46,5.94
818000,64.35,6.23
819000,65.88,6.94
820000,63.46,6.87
821000,62.58,7.05
822000,63.9,7.24
823000,67.87,7.42
824000,73.2,7.87
825000,79.28,8.64
826000,80.15,8.5
827000,86.32,9.07
828000,92.51,9.51
829000,103.35,9.91
830000,116.42,10.35
831000,128.82,10.9
832000,140.71,11.2
833000,156.81,11.41
834000,167.53,11.31
835000,170.22,11.59
836000,178.8,11.65
837000,192.56,12.19
838000,208.85,12.65
839000,222.4,12.53
840000,227.3,12.89
841000,239.32,12.88
842000,238.58,13.53
843000,235.23,13.64
844000,224.71,13.74
845000,230.64,13.9
846000,248.37,13.62
847000,260.06,13.53
848000,281.98,15.74
849000,302.45,19.5
850000,297.63,22.03
851000,275.89,22.49
852000,261.22,22.81
853000,262.35,24
854000,235.92,24.51
855000,211.13,24.88
856000,209.54,25.38
857000,201.17,25.65
858000,178.15,25.51
859000,124.66,18.73
860000,107.84,14.08
861000,106.79,14.35
862000,90.43,11.01
863000,87.9,10.75
864000,94.86,10.84
865000,79.6,7.33
866000,81.4,7.26
867000,82.18,7.63
868000,77.15,7.55
869000,75.35,6.99
870000,80.88,7.55
871000,85.14,7.72
872000,79.44,7.45
873000,84.86,8.81
874000,81.23,8.65
875000,83.71,8.62
876000,88.9,9.3
877000,93.87,9.21
878000,101.93,9.71
879000,113.93,10.72
880000,126.16,11.56
881000,129.28,12.47
882000,140.82,13.17
883000,157.04,15.62
884000,162.56,15.67
885000,161.48,15.17
886000,152.3,15.28
887000,142.28,15.32
888000,118.67,14.34
889000,111.28,14.15
890000,93.88,13.13
891000,69.68,8.28
892000,57.49,8.5
893000,47.88,8.39
894000,27.72,5.06
895000,25.67,4.82
896000,17.25,3.15
897000,16.48,1.71
898000,26.33,4.44
899000,42.72,8.84
900000,67.87,13.66
901000,86.87,16.31
902000,107.43,17.28
903000,114.85,18.57
904000,126.73,18.73
905000,134.55,18.98
906000,144.27,18.69
907000,154.59,18.8
908000,159.75,18.66
909000,172.32,18.87
910000,179.55,18.67
911000,185.52,18.57
912000,192.36,19.05
913000,203.88,20.9
914000,202.99,20.61
915000,212.75,24.28
916000,191.37,23.41
917000,196.9,24.78
918000,202.59,25.69
919000,209.4,26.75
920000,202.08,25.86
921000,208.77,26.23
922000,206.53,25.99
923000,206.3,25.95
924000,214.18,26.1
925000,222.23,26.56
926000,225.76,26.76
927000,237.15,27.58
928000,250.53,28.65
929000,273.78,31.53
930000,290.45,35.27
931000,306.29,37.59
932000,317.04,40.73
933000,308.98,41.09
934000,274.74,41.05
935000,251.74,39.37
936000,202.87,37.17
937000,176.65,37.39
938000,174.59,37.47
939000,129.11,34.61
940000,49.28,7.01
941000,49.7,7.58
942000,52.59,7.85
943000,54.45,7.85
944000,55.5,7.98
945000,54.76,8.11
946000,59.3,8.51
947000,59.56,8.55
948000,64.99,12.41
949000,62.91,12.28
950000,65.98,12.48
951000,70.42,13.13
952000,64.4,12.63
953000,70.72,13.3
954000,77.09,14.62
955000,77.06,14.5
956000,78.05,14.4
957000,78.41,14.23
958000,63.48,10.61
959000,66.42,10.6
960000,61.12,9.81
961000,66.48,10.12
962000,63.32,9.07
963000,68.66,9.48
964000,71.58,9.45
965000,62.16,5.83
966000,67.85,6.49
967000,77.63,9.13
968000,84.74,10.03
969000,91.48,10.31
970000,94.52,10.38
971000,102.97,10.96
972000,106.25,11.7
973000,110.57,11.74
974000,117.32,12.17
975000,125.92,12.09
976000,133.22,12.34
977000,137.09,12.13
978000,125.24,10.66
979000,122.7,10.39
980000,121.66,10.26
981000,127.79,11.61
982000,134.04,12.02
983000,137.3,12.99
984000,141.01,14.11
985000,136.53,13.56
986000,126.85,13.9
987000,119.44,13.81
988000,92.53,13.67
989000,89.49,13.72
990000,88.5,13.73
991000,83.98,13.64
992000,71.59,12.42
993000,41.68,7.73
994000,27.71,3.5
995000,29.47,4.08
996000,31.35,5.12
997000,36.04,6.15
998000,39.27,6.65
999000,44.43,7.75
1000000,53.39,8.64
