Steps,Average Return,Standard Error
262000,646.62,43.58
263000,647.08,43.48
264000,607.03,43.68
265000,607.4,43.72
266000,579.38,43.92
267000,560.95,43.5
268000,544.87,44.28
269000,543.51,44.23
270000,544.9,44.35
271000,554.36,44.37
272000,518.43,44.61
273000,490.5,42.29
274000,486.88,42.43
275000,489.68,42.19
276000,487.4,41.25
277000,473.01,38.62
278000,472.87,37.2
279000,480.26,38.32
280000,484.53,41.27
281000,488.79,41.31
282000,479.28,41.29
283000,489.1,41.36
284000,503.43,42.72
285000,479.45,39.51
286000,483.08,39.63
287000,478.18,39.71
288000,489.46,39.5
289000,502.54,39.01
290000,494.32,39.67
291000,493.94,39.6
292000,491.93,39.36
293000,470.62,39.19
294000,474.73,39.05
295000,472.8,39.64
296000,459.24,39.25
297000,457.54,40.29
298000,443.85,40.61
299000,442.22,41.18
300000,435.19,41.56
301000,365.83,35.11
302000,124.91,24.17
303000,14.19,5.8
304000,17.39,7.62
305000,24.27,10.68
306000,38.14,13.06
307000,57.62,15.93
308000,76.3,17.02
309000,95.87,17.91
310000,117.44,22.56
311000,147.44,26.75
312000,171.08,30.25
313000,195.79,35.03
314000,217.26,37.88
315000,233.64,40.38
316000,248.2,41.4
317000,263.87,43.37
318000,282.88,46.26
319000,297.39,46.48
320000,325.04,46.9
321000,339.36,47.02
322000,345.06,46.78
323000,356.18,46.63
324000,365.19,46.8
325000,380.05,47.07
326000,412.97,50.1
327000,430.06,50.28
328000,467.48,51.43
329000,490.6,51.28
330000,516.55,52.13
331000,542.09,51.76
332000,566.71,52.41
333000,596.35,51.44
334000,610.31,50.99
335000,634.82,51.1
336000,641.04,51.09
337000,631.08,52.22
338000,631.48,52.64
339000,615.17,52.72
340000,609.97,52.29
341000,631.14,55.18
342000,637.64,54.93
343000,644.48,56.49
344000,633.45,55.32
345000,605.79,52.86
346000,597.0,53.1
347000,593.61,52.95
348000,619.73,52.45
349000,633.54,51.26
350000,643.63,50.24
351000,628.06,50.79
352000,570.46,49.45
353000,532.37,48.09
354000,507.16,46.88
355000,479.73,47.41
356000,473.21,46.26
357000,464.97,45.8
358000,471.78,46.06
359000,473.86,46.25
360000,480.52,46.53
361000,471.27,46.04
362000,471.49,46.07
363000,458.25,46.03
364000,459.15,45.65
365000,475.2,45.55
366000,479.92,45.7
367000,481.39,45.59
368000,483.7,45.52
369000,500.42,47.56
370000,505.0,47.79
371000,504.93,48.03
372000,504.06,47.93
373000,438.18,39.05
374000,425.23,38.43
375000,430.11,38.35
376000,426.65,37.78
377000,413.7,36.49
378000,431.04,36.46
379000,449.26,36.32
380000,459.58,35.8
381000,472.34,34.86
382000,471.66,33.82
383000,453.15,32.58
384000,460.41,34.57
385000,458.31,34.29
386000,452.16,34.0
387000,449.11,34.23
388000,453.66,34.41
389000,459.5,34.09
390000,423.75,34.38
391000,355.74,29.7
392000,350.04,30.31
393000,321.07,29.01
394000,311.42,28.38
395000,310.38,28.41
396000,310.12,28.38
397000,317.61,29.32
398000,306.07,29.34
399000,299.76,29.51
400000,292.36,29.04
401000,293.97,29.5
402000,310.5,31.14
403000,322.39,32.2
404000,333.19,33.43
405000,346.27,34.62
406000,353.73,36.66
407000,373.71,37.57
408000,393.95,38.6
409000,399.56,38.62
410000,423.77,41.89
411000,390.73,38.68
412000,404.49,38.85
413000,422.43,39.74
414000,441.03,39.75
415000,467.06,39.53
416000,495.84,38.61
417000,518.28,37.62
418000,533.14,37.44
419000,559.17,38.72
420000,563.65,38.35
421000,580.53,37.61
422000,595.25,36.48
423000,624.61,37.41
424000,626.26,37.16
425000,640.04,36.66
426000,645.87,36.95
427000,657.32,37.12
428000,628.94,38.85
429000,641.02,38.89
430000,657.3,44.0
431000,671.73,45.3
432000,693.58,45.47
433000,698.09,44.35
434000,691.31,44.59
435000,693.89,44.16
436000,673.56,46.98
437000,700.31,51.65
438000,698.16,53.04
439000,659.87,54.4
440000,659.95,54.9
441000,632.49,55.89
442000,642.34,56.1
443000,626.11,56.52
444000,602.14,55.78
445000,607.15,55.89
446000,604.99,55.75
447000,568.38,56.43
448000,547.97,56.02
449000,543.2,55.98
450000,544.52,55.62
451000,514.62,55.09
452000,525.21,54.76
453000,474.21,48.16
454000,436.82,46.02
455000,440.5,46.42
456000,436.92,46.38
457000,403.78,41.63
458000,419.18,41.28
459000,409.81,33.94
460000,405.12,32.72
461000,416.33,32.95
462000,430.51,32.87
463000,425.16,32.42
464000,433.01,32.87
465000,445.66,33.43
466000,460.42,34.3
467000,463.67,35.76
468000,468.06,35.43
469000,473.54,35.0
470000,474.89,35.0
471000,453.96,36.01
472000,464.08,37.98
473000,479.66,37.7
474000,483.43,38.32
475000,490.77,37.92
476000,502.82,37.19
477000,514.25,36.86
478000,515.64,38.11
479000,532.78,38.27
480000,542.71,38.56
481000,542.35,37.99
482000,550.99,38.28
483000,557.47,39.43
484000,559.85,39.37
485000,578.68,44.33
486000,600.55,49.31
487000,619.14,54.74
488000,620.52,55.06
489000,570.4,54.72
490000,581.79,54.46
491000,587.48,55.35
492000,592.75,55.4
493000,622.71,54.94
494000,616.63,53.58
495000,607.83,54.35
496000,612.58,54.23
497000,608.75,55.67
498000,618.9,56.25
499000,618.63,56.04
500000,623.9,55.38
501000,591.44,56.03
502000,448.12,40.2
503000,455.76,38.84
504000,467.34,38.13
505000,491.68,40.66
506000,511.52,41.59
507000,536.97,43.48
508000,549.44,44.68
509000,541.48,43.91
510000,558.09,43.42
511000,574.94,44.72
512000,573.7,45.83
513000,565.21,47.61
514000,547.18,47.83
515000,509.48,46.07
516000,515.71,46.28
517000,521.8,46.56
518000,533.17,48.14
519000,558.19,50.51
520000,575.7,50.6
521000,600.55,50.14
522000,622.25,49.86
523000,640.88,50.11
524000,639.75,51.89
525000,623.65,52.91
526000,616.18,53.14
527000,575.84,51.89
528000,491.78,49.6
529000,442.63,50.29
530000,410.01,48.74
531000,371.12,46.16
532000,371.25,46.04
533000,374.49,45.9
534000,377.08,45.91
535000,380.18,45.56
536000,394.53,46.11
537000,414.32,49.43
538000,426.53,51.1
539000,444.56,50.84
540000,447.54,51.77
541000,440.12,52.03
542000,399.16,46.03
543000,397.9,46.47
544000,393.59,46.74
545000,355.78,44.69
546000,346.0,42.04
547000,361.62,41.9
548000,368.81,42.18
549000,408.18,44.81
550000,429.22,48.02
551000,459.12,49.63
552000,490.1,50.41
553000,517.78,51.26
554000,547.17,50.02
555000,569.93,49.0
556000,601.13,48.6
557000,614.76,48.1
558000,640.87,48.73
559000,662.54,50.36
560000,670.82,50.09
561000,670.95,48.83
562000,646.12,48.32
563000,641.21,47.63
564000,667.41,49.47
565000,699.63,54.65
566000,701.41,54.24
567000,701.02,54.53
568000,700.8,53.57
569000,694.21,54.05
570000,697.2,53.78
571000,727.33,53.4
572000,729.05,53.26
573000,723.09,52.31
574000,703.15,50.78
575000,671.61,49.34
576000,665.51,48.97
577000,684.42,49.56
578000,694.02,49.96
579000,694.72,51.06
580000,695.74,51.0
581000,707.53,51.28
582000,724.74,54.66
583000,728.45,55.59
584000,730.13,55.31
585000,740.36,54.63
586000,731.2,53.32
587000,749.01,52.32
588000,690.56,45.7
589000,679.54,45.58
590000,687.66,47.39
591000,700.42,48.68
592000,715.78,49.64
593000,733.92,50.97
594000,732.98,50.96
595000,760.36,50.92
596000,768.41,50.09
597000,792.66,51.5
598000,798.53,50.5
599000,808.84,50.93
600000,810.99,51.18
601000,801.45,51.61
602000,806.61,51.44
603000,812.03,52.2
604000,812.48,52.64
605000,807.43,52.08
606000,811.46,52.57
607000,809.96,52.75
608000,781.68,48.68
609000,762.35,46.59
610000,763.51,47.06
611000,764.02,47.28
612000,777.06,48.51
613000,794.82,52.13
614000,812.16,53.6
615000,830.71,53.52
616000,845.6,52.92
617000,850.6,53.31
618000,789.85,51.49
619000,717.12,52.27
620000,677.73,51.11
621000,681.46,52.07
622000,668.34,51.6
623000,671.03,50.75
624000,683.89,50.42
625000,681.36,50.42
626000,645.64,48.73
627000,627.56,48.79
628000,596.61,46.69
629000,591.85,46.92
630000,594.36,46.68
631000,602.76,46.86
632000,605.03,47.75
633000,601.78,46.41
634000,601.26,46.18
635000,609.42,46.58
636000,600.03,46.29
637000,598.09,48.58
638000,585.15,48.61
639000,571.19,48.59
640000,587.87,52.26
641000,611.06,52.19
642000,645.21,54.06
643000,645.58,53.39
644000,631.94,52.75
645000,624.71,52.99
646000,624.1,52.81
647000,627.65,52.71
648000,647.64,52.55
649000,670.82,56.83
650000,685.49,58.72
651000,698.68,58.1
652000,706.26,57.63
653000,724.71,58.38
654000,720.13,58.81
655000,726.59,59.17
656000,717.59,60.1
657000,701.91,59.94
658000,648.71,55.43
659000,621.65,52.9
660000,635.41,52.26
661000,645.36,50.99
662000,648.43,48.51
663000,666.64,50.63
664000,668.84,49.69
665000,649.45,47.41
666000,661.54,47.84
667000,679.11,47.41
668000,673.9,47.5
669000,686.99,47.06
670000,687.87,47.0
671000,666.53,47.67
672000,640.0,39.73
673000,647.8,39.93
674000,654.97,39.75
675000,653.1,38.4
676000,646.24,38.67
677000,636.09,35.89
678000,627.63,35.09
679000,629.34,34.65
680000,645.04,34.15
681000,661.93,35.44
682000,663.53,36.27
683000,685.56,37.04
684000,687.02,37.02
685000,712.36,39.9
686000,707.75,38.21
687000,704.23,35.35
688000,696.89,35.19
689000,691.87,34.76
690000,690.28,34.13
691000,685.76,33.92
692000,676.49,34.64
693000,685.3,35.86
694000,694.98,35.22
695000,696.31,35.51
696000,682.05,37.97
697000,640.32,39.97
698000,599.01,41.01
699000,586.44,41.89
700000,583.8,41.86
701000,581.02,41.66
702000,569.43,40.28
703000,461.96,36.98
704000,399.4,37.42
705000,392.89,37.45
706000,366.97,37.33
707000,351.36,37.36
708000,338.88,37.55
709000,327.18,37.33
710000,307.34,36.64
711000,274.41,32.85
712000,240.02,32.28
713000,203.09,26.44
714000,202.81,26.46
715000,198.8,25.6
716000,201.79,25.6
717000,212.65,27.21
718000,222.39,28.56
719000,235.06,29.35
720000,242.21,31.44
721000,252.11,31.92
722000,266.85,34.74
723000,255.72,33.75
724000,251.94,33.52
725000,279.27,35.5
726000,309.33,35.41
727000,338.59,35.34
728000,363.43,36.0
729000,379.82,36.47
730000,399.21,39.54
731000,451.63,48.24
732000,474.33,48.57
733000,497.6,49.24
734000,528.53,49.17
735000,548.91,49.7
736000,573.6,48.4
737000,603.2,47.04
738000,630.39,46.48
739000,650.97,45.26
740000,657.26,45.1
741000,661.15,45.05
742000,654.83,45.79
743000,643.16,46.37
744000,664.31,50.16
745000,670.53,53.67
746000,672.75,52.98
747000,662.26,53.31
748000,675.81,53.45
749000,669.47,53.04
750000,665.37,53.79
751000,675.48,54.0
752000,670.36,53.91
753000,616.71,45.89
754000,593.61,44.56
755000,581.51,44.53
756000,594.99,44.38
757000,589.43,43.13
758000,598.73,43.5
759000,610.12,44.71
760000,620.94,46.91
761000,636.59,47.98
762000,653.41,49.75
763000,654.59,50.0
764000,673.67,50.54
765000,687.91,52.9
766000,696.38,52.9
767000,699.97,52.63
768000,715.89,52.62
769000,759.64,53.79
770000,765.19,50.4
771000,753.0,46.93
772000,750.86,46.95
773000,772.69,47.53
774000,784.16,49.86
775000,772.46,50.63
776000,766.46,51.39
777000,761.03,51.66
778000,736.35,52.85
779000,738.15,52.76
780000,746.4,52.51
781000,739.77,52.19
782000,742.47,52.22
783000,725.47,52.52
784000,670.11,47.44
785000,650.07,46.22
786000,650.87,45.99
787000,598.46,42.59
788000,502.02,38.34
789000,363.91,32.56
790000,313.17,31.67
791000,279.34,31.13
792000,227.32,29.82
793000,210.87,28.87
794000,165.67,25.51
795000,140.13,23.02
796000,141.83,23.42
797000,144.64,24.21
798000,138.92,23.62
799000,131.66,22.97
800000,130.01,22.6
801000,112.89,19.55
802000,90.45,15.19
803000,94.16,15.98
804000,105.03,18.93
805000,112.59,20.1
806000,135.42,24.44
807000,158.79,25.01
808000,181.77,25.16
809000,202.16,25.09
810000,220.78,25.15
811000,239.13,25.57
812000,259.94,26.85
813000,277.93,27.35
814000,287.35,26.86
815000,311.96,26.77
816000,332.31,26.5
817000,353.72,26.14
818000,368.25,25.02
819000,378.28,24.17
820000,387.76,23.51
821000,402.22,23.87
822000,424.33,24.63
823000,407.07,21.54
824000,410.0,21.55
825000,420.07,22.82
826000,428.82,22.77
827000,436.7,24.11
828000,456.74,25.03
829000,471.22,25.47
830000,468.47,25.72
831000,454.97,25.18
832000,465.13,24.62
833000,463.61,24.91
834000,441.84,26.25
835000,452.22,26.15
836000,458.73,26.58
837000,456.15,26.94
838000,469.63,28.69
839000,460.37,28.95
840000,482.4,37.59
841000,490.83,38.88
842000,500.02,39.52
843000,507.69,39.53
844000,515.39,41.61
845000,502.66,41.84
846000,492.53,42.06
847000,485.47,41.62
848000,481.12,41.37
849000,483.23,43.28
850000,494.99,45.33
851000,487.12,45.48
852000,467.16,45.93
853000,443.14,46.37
854000,438.75,46.82
855000,443.42,46.68
856000,461.25,48.5
857000,481.76,51.4
858000,506.61,55.96
859000,500.98,56.55
860000,502.48,56.49
861000,473.08,53.09
862000,451.39,49.73
863000,460.71,53.26
864000,469.6,54.33
865000,483.93,56.56
866000,497.58,58.09
867000,510.6,60.8
868000,515.46,62.64
869000,532.69,64.16
870000,545.21,65.76
871000,546.61,65.96
872000,533.69,64.56
873000,535.94,64.13
874000,556.38,64.34
875000,568.48,63.94
876000,585.42,63.31
877000,608.37,63.33
878000,632.38,62.79
879000,641.41,62.43
880000,591.31,55.48
881000,599.4,54.94
882000,611.36,54.74
883000,610.88,55.0
884000,615.03,55.24
885000,620.14,54.66
886000,615.54,50.96
887000,572.6,46.19
888000,512.54,32.31
889000,524.36,31.81
890000,536.51,30.93
891000,536.75,31.09
892000,516.87,27.46
893000,508.6,27.25
894000,508.07,27.31
895000,503.12,25.94
896000,515.25,27.87
897000,507.4,27.25
898000,512.39,28.64
899000,546.52,34.74
900000,566.5,38.15
901000,570.6,38.27
902000,571.17,37.93
903000,583.42,37.81
904000,591.11,37.72
905000,609.98,38.33
906000,625.71,38.96
907000,636.27,39.78
908000,638.85,39.54
909000,646.59,39.54
910000,644.5,39.72
911000,632.68,39.97
912000,624.94,40.36
913000,618.22,40.87
914000,616.3,41.44
915000,627.34,40.9
916000,640.07,40.65
917000,649.0,41.83
918000,652.87,41.68
919000,647.36,42.04
920000,643.38,41.72
921000,647.77,41.91
922000,639.72,41.17
923000,608.32,33.61
924000,615.1,33.87
925000,602.42,34.41
926000,601.41,34.57
927000,587.02,33.86
928000,571.92,31.66
929000,569.56,30.7
930000,566.98,30.61
931000,559.03,31.95
932000,549.13,32.65
933000,547.59,32.62
934000,555.93,31.78
935000,557.71,31.07
936000,533.92,29.69
937000,539.64,29.59
938000,551.05,29.88
939000,555.31,29.92
940000,561.54,31.78
941000,556.41,31.76
942000,547.42,32.35
943000,535.25,32.65
944000,550.71,33.97
945000,513.93,34.37
946000,455.47,36.4
947000,440.99,35.1
948000,428.9,35.28
949000,426.74,35.33
950000,420.77,35.49
951000,411.83,35.66
952000,421.17,36.05
953000,442.47,40.25
954000,452.3,41.09
955000,462.7,42.23
956000,464.03,42.16
957000,438.22,40.8
958000,416.28,38.29
959000,413.81,37.94
960000,421.09,37.04
961000,420.74,35.64
962000,423.34,35.17
963000,433.71,35.61
964000,442.28,35.88
965000,449.09,36.11
966000,458.63,36.64
967000,459.22,36.58
968000,470.93,36.07
969000,484.86,36.62
970000,479.74,36.77
971000,495.73,38.1
972000,508.62,38.53
973000,520.93,38.04
974000,522.91,37.64
975000,521.28,37.73
976000,523.24,37.52
977000,528.61,37.73
978000,528.37,37.7
979000,498.43,36.45
980000,472.32,35.07
981000,454.57,35.35
982000,431.51,35.75
983000,386.15,34.9
984000,341.23,32.76
985000,339.97,30.73
986000,339.43,29.95
987000,318.64,25.67
988000,299.34,25.3
989000,309.73,25.91
990000,321.78,26.78
991000,336.76,28.38
992000,303.45,21.46
993000,309.42,22.15
994000,318.19,22.5
995000,330.9,23.12
996000,339.23,24.64
997000,351.6,24.58
998000,368.97,25.16
999000,376.58,24.85
1000000,398.37,24.27
